信号日,名称,买入价,买入方式,股数,买入金额,卖出日,卖出时点,卖出价,卖出原因,毛盈亏,费用,净盈亏,账户现金,当时周期
2023-08-11,浙江震元,9.09670608,挂涨停价排队·尾盘开缝成交,96762100,880216383,2023-08-14,尾盘14:50,9.19,没涨停→尾盘兑现,8573536,1326754.7,7246781,2061746419,恐慌期
2023-08-11,光大嘉宝,3.54,挂涨停价排队·尾盘开缝成交,165765900,586811286,2023-08-14,尾盘14:50,3.47,没涨停→尾盘兑现,-11603613,871514.2,-12475127,2636522687,恐慌期
2023-08-15,人民同泰,8.12212485,挂涨停价排队·尾盘开缝成交,108203300,878840712,2023-08-16,尾盘14:50,8.66,没涨停→尾盘兑现,58026698,1361781.1,56664917,2693846734,平淡期
2023-08-16,渝开发,5.37789706,挂涨停价排队·尾盘开缝成交,166970200,897948548,2023-08-18,次日早盘9:30,6.03,又涨停→隔夜后早盘兑现,109546403,1429082.6,108117321,2802637516,平淡期
2023-08-21,江化微,15.80279078,挂涨停价排队·尾盘开缝成交,39411300,622808528,2023-08-22,尾盘14:50,15.77,没涨停→尾盘兑现,-1165581,933338.6,-2098919,1866793919,恐慌期
2023-08-21,久其软件,7.44,挂涨停价排队·尾盘开缝成交,125566100,934211784,2023-08-23,次日早盘9:30,8.93,又涨停→隔夜后早盘兑现,187093489,1541637.8,185551851,1950150733,恐慌期
2023-08-22,华塑控股,3.66,挂涨停价排队·尾盘开缝成交,170017600,622264416,2023-08-23,尾盘14:50,3.76,没涨停→尾盘兑现,17001760,946147.9,16055612,2588937460,平淡期
2023-08-22,梦网科技,15.60504906,挂涨停价排队·尾盘开缝成交,26583900,414843064,2023-08-23,尾盘14:50,15.29,没涨停→尾盘兑现,-8476997,615906.8,-9092904,2994998751,平淡期
2023-08-23,苏盐井神,9.83622048,挂涨停价排队·尾盘开缝成交,101495500,998332116,2023-08-24,尾盘14:50,10.26,没涨停→尾盘兑现,43405744,1530052.5,41875692,3037623192,恐慌期
2023-08-24,中水渔业,11.72,挂涨停价排队·尾盘开缝成交,86394200,1012540024,2023-08-25,尾盘14:50,11.05,没涨停→尾盘兑现,-57884114,1475397.0,-59359511,1853977128,恐慌期
2023-08-24,开创国际,10.48415437,挂涨停价排队·尾盘开缝成交,64385500,675027521,2023-08-25,尾盘14:50,10.09,没涨停→尾盘兑现,-25321252,993550.3,-26314802,2503196118,恐慌期
2023-08-24,好当家,2.77621386,挂涨停价排队·尾盘开缝成交,162097900,450018437,2023-08-25,尾盘14:50,2.77,没涨停→尾盘兑现,-1595810,673830.8,-2269641,2951282428,恐慌期
2023-08-28,南山控股,3.83,挂涨停价排队·尾盘开缝成交,256856600,983760778,2023-08-29,尾盘14:50,4.07,没涨停→尾盘兑现,61645584,1521875.4,60123709,3012143957,平淡期
2023-08-29,深物业A,11.2233537,挂涨停价排队·尾盘开缝成交,89460600,1004047956,2023-08-30,尾盘14:50,11.04,没涨停→尾盘兑现,-16305052,1493843.1,-17798895,1879489485,妖股期
2023-08-29,软控股份,6.87035856,挂涨停价排队·尾盘开缝成交,97428000,669365294,2023-08-30,尾盘14:50,6.87,没涨停→尾盘兑现,0,1004047.9,-1004048,2548352755,妖股期
2023-08-29,润邦股份,5.14718955,挂涨停价排队·尾盘开缝成交,86696500,446243319,2023-08-30,尾盘14:50,5.08,没涨停→尾盘兑现,-5528678,665218.5,-6193897,2988736859,妖股期
2023-08-30,汉王科技,24.26,挂涨停价排队·尾盘开缝成交,41065300,996244178,2023-08-31,尾盘14:50,24.3,没涨停→尾盘兑现,1642612,1495598.2,147014,2325467271,恐慌期
2023-08-30,电科芯片,13.67,挂涨停价排队·尾盘开缝成交,48585500,664163785,2023-08-31,尾盘14:50,13.49,没涨停→尾盘兑现,-8745390,989686.6,-9735077,2980394102,恐慌期
2023-08-31,华映科技,2.08,挂涨停价排队·尾盘开缝成交,477627200,993464576,2023-09-01,尾盘14:50,1.98,没涨停→尾盘兑现,-47762720,1454374.8,-49217095,2269613931,平淡期
2023-08-31,格林达,29.20912625,挂涨停价排队·尾盘开缝成交,22674700,662308175,2023-09-01,尾盘14:50,27.92,没涨停→尾盘兑现,-29268389,971511.0,-30239900,2902178937,平淡期
2023-09-01,杭州解百,8.17708449,挂涨停价排队·尾盘开缝成交,118305300,967392434,2023-09-04,尾盘14:50,8.37,没涨停→尾盘兑现,22315858,1467825.5,20848032,2923752513,平淡期
2023-09-04,鲁西化工,11.07659112,挂涨停价排队·尾盘开缝成交,87985900,974583839,2023-09-05,尾盘14:50,11.11,没涨停→尾盘兑现,3314911,1464361.9,1850549,1843462644,妖股期
2023-09-04,三湘印象,4.0,挂涨停价排队·尾盘开缝成交,162430700,649722800,2023-09-05,尾盘14:50,3.8,没涨停→尾盘兑现,-32486140,950219.6,-33436360,2460236377,妖股期
2023-09-04,世联行,3.14,挂涨停价排队·尾盘开缝成交,137945400,433148556,2023-09-05,尾盘14:50,2.99,没涨停→尾盘兑现,-20691810,634204.0,-21326014,2872383780,妖股期
2023-09-05,ST合力泰,3.29,挂涨停价排队·尾盘开缝成交,291021600,957461064,2023-09-06,尾盘14:50,3.39,没涨停→尾盘兑现,29102160,1458018.2,27644142,2900746018,恐慌期
2023-09-06,华微电子,7.2806756,挂涨停价排队·尾盘开缝成交,132805700,966915220,2023-09-07,尾盘14:50,7.35,没涨停→尾盘兑现,9183727,1457260.6,7726466,2909197670,平淡期
2023-09-08,四川九洲,8.17197056,挂涨停价排队·尾盘开缝成交,118665600,969731790,2023-09-11,尾盘14:50,8.45,没涨停→尾盘兑现,32635204,1479074.1,31156130,1863600303,平淡期
2023-09-08,日久光电,9.85333706,挂涨停价排队·尾盘开缝成交,65611100,646488283,2023-09-11,尾盘14:50,8.96,没涨停→尾盘兑现,-58829169,925610.5,-59754779,2450818673,平淡期
2023-09-08,哈空调,6.38389207,挂涨停价排队·尾盘开缝成交,67512500,430992513,2023-09-11,尾盘14:50,6.03,没涨停→尾盘兑现,-24205508,628334.6,-24833842,2857300588,平淡期
2023-09-11,同方股份,7.53580102,挂涨停价排队·尾盘开缝成交,126387800,952433312,2023-09-12,尾盘14:50,7.8,没涨停→尾盘兑现,33925725,1454094.3,32471631,2255531262,平淡期
2023-09-11,旭光电子,8.54172735,挂涨停价排队·尾盘开缝成交,74335700,634955282,2023-09-12,尾盘14:50,8.47,没涨停→尾盘兑现,-5126513,948588.0,-6075101,2884887659,平淡期
2023-09-12,科瑞技术,17.23434482,挂涨停价排队·尾盘开缝成交,55797200,961628185,2023-09-13,尾盘14:50,16.5,没涨停→尾盘兑现,-40723949,1411899.3,-42135848,1774997118,平淡期
2023-09-12,四川长虹,4.48486146,挂涨停价排队·尾盘开缝成交,142944500,641086279,2023-09-13,尾盘14:50,4.52,没涨停→尾盘兑现,5586809,965819.5,4620989,2421185200,平淡期
2023-09-12,合力科技,20.86038409,挂涨停价排队·尾盘开缝成交,20488100,427389635,2023-09-13,尾盘14:50,20.17,没涨停→尾盘兑现,-14135073,630483.1,-14765556,2834129822,平淡期
2023-09-13,建发合诚,13.55462151,挂涨停价排队·尾盘开缝成交,69696500,944709678,2023-09-14,尾盘14:50,13.85,没涨停→尾盘兑现,20873842,1432719.9,19441122,2854279476,平淡期
2023-09-15,ST能特,3.29,挂涨停价排队·尾盘开缝成交,289187300,951426217,2023-09-18,尾盘14:50,3.21,没涨停→尾盘兑现,-23134984,1409788.1,-24544772,1773308003,平淡期
2023-09-15,易明医药,11.53843594,挂涨停价排队·尾盘开缝成交,54971400,634283977,2023-09-18,尾盘14:50,11.51,没涨停→尾盘兑现,-1620828,950210.3,-2571038,2405496655,平淡期
2023-09-15,福日电子,7.13662235,挂涨停价排队·尾盘开缝成交,59251600,422856293,2023-09-19,次日早盘9:30,7.52,又涨停→隔夜后早盘兑现,22473481,651139.6,21822342,1514108798,平淡期
2023-09-18,京泉华,17.3978245,挂涨停价排队·尾盘开缝成交,46088000,801830936,2023-09-19,尾盘14:50,17.33,没涨停→尾盘兑现,-3216514,1200334.0,-4416848,2312124259,平淡期
2023-09-18,华阳集团,30.4349115,挂涨停价排队·尾盘开缝成交,17563800,534552699,2023-09-19,尾盘14:50,30.68,没涨停→尾盘兑现,4373307,805109.0,3568198,2850646070,平淡期
2023-09-19,华东数控,10.26,挂涨停价排队·尾盘开缝成交,92613500,950214510,2023-09-20,尾盘14:50,9.89,没涨停→尾盘兑现,-34266995,1399621.5,-35666617,1759898543,平淡期
2023-09-19,华东重机,3.94,挂涨停价排队·尾盘开缝成交,160781000,633477140,2023-09-20,尾盘14:50,4.2,没涨停→尾盘兑现,41803060,981568.0,40821492,2434672282,平淡期
2023-09-19,亿嘉和,33.12,挂涨停价排队·尾盘开缝成交,12751100,422316432,2023-09-20,尾盘14:50,34.04,没涨停→尾盘兑现,11731012,642272.9,11088739,2868394191,平淡期
2023-09-20,宝鼎科技,17.81759808,挂涨停价排队·尾盘开缝成交,53662100,956129730,2023-09-21,尾盘14:50,17.58,没涨停→尾盘兑现,-12580654,1424759.1,-14005413,2855105875,平淡期
2023-09-21,卓翼科技,5.51,挂涨停价排队·尾盘开缝成交,172722600,951701526,2023-09-22,尾盘14:50,5.52,没涨停→尾盘兑现,1727226,1428847.7,298378,2856118029,平淡期
2023-09-22,汇源通信,15.4,挂涨停价排队·尾盘开缝成交,61820700,952038780,2023-09-25,尾盘14:50,15.2,没涨停→尾盘兑现,-12364140,1418785.1,-13782925,1785228939,平淡期
2023-09-22,日丰股份,9.28358982,挂涨停价排队·尾盘开缝成交,68367200,634693042,2023-09-25,尾盘14:50,9.41,没涨停→尾盘兑现,8687425,958555.1,7728870,2428126870,平淡期
2023-09-22,剑桥科技,47.5423767,挂涨停价排队·尾盘开缝成交,8900000,423127153,2023-09-26,次日早盘9:30,53.57,又涨停→隔夜后早盘兑现,53660616,674936.2,52985680,2904557048,平淡期
2023-09-26,ST汇洲,3.37,挂涨停价排队·尾盘开缝成交,287295400,968185498,2023-09-27,尾盘14:50,3.58,没涨停→尾盘兑现,60332034,1497527.3,58834507,1888356080,平淡期
2023-09-26,*ST海华,5.2,挂涨停价排队·尾盘开缝成交,124126300,645456760,2023-09-27,尾盘14:50,5.33,没涨停→尾盘兑现,16136419,980287.5,15156132,2549453064,平淡期
2023-09-26,卓郎智能,2.81,挂涨停价排队·尾盘开缝成交,153133400,430304854,2023-09-28,次日早盘9:30,3.4,又涨停→隔夜后早盘兑现,90348706,713218.8,89635487,1653353737,平淡期
2023-09-27,露笑科技,6.97,挂涨停价排队·尾盘开缝成交,121925000,849817250,2023-09-28,尾盘14:50,6.91,没涨停→尾盘兑现,-7315500,1269239.2,-8584739,2495223610,平淡期
2023-09-27,丰元股份,16.97,挂涨停价排队·尾盘开缝成交,33385100,566545147,2023-09-28,尾盘14:50,16.81,没涨停→尾盘兑现,-5341616,845811.5,-6187428,3056006239,平淡期
2023-09-28,冠捷科技,2.56,挂涨停价排队·尾盘开缝成交,397917400,1018668544,2023-10-09,尾盘14:50,2.68,没涨停→尾盘兑现,47750088,1563815.4,46186273,1971102893,平淡期
2023-09-28,新亚制程,6.25,挂涨停价排队·尾盘开缝成交,108658000,679112500,2023-10-09,尾盘14:50,6.38,没涨停→尾盘兑现,14125540,1029262.9,13096277,2663821004,平淡期
2023-09-28,欧菲光,6.4,挂涨停价排队·尾盘开缝成交,70740800,452741120,2023-10-10,次日早盘9:30,7.74,又涨停→隔夜后早盘兑现,94792672,750206.2,94042466,1731045076,平淡期
2023-10-09,飞龙股份,13.03084608,挂涨停价排队·尾盘开缝成交,68141400,887940095,2023-10-10,尾盘14:50,13.46,没涨停→尾盘兑现,29342848,1353917.3,27988931,2647640057,平淡期
2023-10-09,江淮汽车,14.40632984,挂涨停价排队·尾盘开缝成交,41090200,591958974,2023-10-10,尾盘14:50,14.64,没涨停→尾盘兑现,9441787,895019.8,8546767,3248589768,平淡期
2023-10-10,金溢科技,18.81520839,挂涨停价排队·尾盘开缝成交,57552500,1082862281,2023-10-11,尾盘14:50,18.34,没涨停→尾盘兑现,-27313394,1603808.4,-28917203,2498576574,平淡期
2023-10-10,恒铭达,20.58689052,挂涨停价排队·尾盘开缝成交,35066400,721908138,2023-10-12,次日早盘9:30,21.43,又涨停→隔夜后早盘兑现,29658224,1105105.9,28553118,1861482489,平淡期
2023-10-11,中国长城,11.83,挂涨停价排队·尾盘开缝成交,70402200,832858026,2023-10-12,尾盘14:50,12.1,没涨停→尾盘兑现,19008594,1263543.5,17745051,2712710209,平淡期
2023-10-11,可立克,13.79269541,挂涨停价排队·尾盘开缝成交,40256000,555238746,2023-10-12,尾盘14:50,13.15,没涨停→尾盘兑现,-25861508,813462.0,-26674970,3241690414,平淡期
2023-10-12,中矿资源,37.65484866,挂涨停价排队·尾盘开缝成交,19131000,720374910,2023-10-13,尾盘14:50,37.2,没涨停→尾盘兑现,-8707629,1074031.6,-9781661,1671638216,平淡期
2023-10-12,永兴材料,46.00820664,挂涨停价排队·尾盘开缝成交,10438300,480247463,2023-10-13,尾盘14:50,45.1,没涨停→尾盘兑现,-9478568,713262.3,-10191831,2142054034,平淡期
2023-10-12,江特电机,9.99,挂涨停价排队·尾盘开缝成交,108164500,1080563355,2023-10-16,次日早盘9:30,10.73,又涨停→隔夜后早盘兑现,80041730,1680876.3,78360854,2111760165,平淡期
2023-10-13,海翔药业,9.63,挂涨停价排队·尾盘开缝成交,74145100,714017313,2023-10-16,尾盘14:50,9.9,没涨停→尾盘兑现,20019177,1086040.4,18933137,2845246128,平淡期
2023-10-13,众生药业,19.28607495,挂涨停价排队·尾盘开缝成交,24681600,476011187,2023-10-16,尾盘14:50,19.28,没涨停→尾盘兑现,-237412,713838.7,-951251,3320663073,平淡期
2023-10-16,毅昌科技,6.61,挂涨停价排队·尾盘开缝成交,167456500,1106887465,2023-10-17,尾盘14:50,6.38,没涨停→尾盘兑现,-38514995,1631445.0,-40146440,2051472549,妖股期
2023-10-16,北汽蓝谷,6.15,挂涨停价排队·尾盘开缝成交,79991900,491950185,2023-10-17,尾盘14:50,6.21,没涨停→尾盘兑现,4799514,741524.9,4057989,2547849686,妖股期
2023-10-16,中科金财,16.08,挂涨停价排队·尾盘开缝成交,45890800,737924064,2023-10-18,次日早盘9:30,17.0,又涨停→隔夜后早盘兑现,42219536,1138550.7,41080985,3327408178,妖股期
2023-10-18,华胜天成,7.3875828,挂涨停价排队·尾盘开缝成交,150135100,1109135482,2023-10-19,尾盘14:50,7.25,没涨停→尾盘兑现,-20983644,1647965.5,-22631610,2073235058,平淡期
2023-10-18,渤海汽车,4.3,挂涨停价排队·尾盘开缝成交,171959100,739424130,2023-10-19,尾盘14:50,4.14,没涨停→尾盘兑现,-27513456,1088501.1,-28601957,2784611799,平淡期
2023-10-18,玉龙股份,11.04734786,挂涨停价排队·尾盘开缝成交,44621500,492949233,2023-10-19,尾盘14:50,11.11,没涨停→尾盘兑现,2666993,741424.1,1925569,3279856312,平淡期
2023-10-19,合众思壮,8.04,挂涨停价排队·尾盘开缝成交,135980700,1093284828,2023-10-20,尾盘14:50,8.22,没涨停→尾盘兑现,24476526,1658284.6,22818241,2088739405,恐慌期
2023-10-19,北特科技,9.08794744,挂涨停价排队·尾盘开缝成交,80200400,728857020,2023-10-20,尾盘14:50,8.63,没涨停→尾盘兑现,-36601990,1065834.0,-37667824,2780475244,恐慌期
2023-10-19,瑞芯微,67.8495953,挂涨停价排队·尾盘开缝成交,7161400,485898092,2023-10-20,尾盘14:50,65.6,没涨停→尾盘兑现,-16128521,716750.7,-16845271,3249892488,恐慌期
2023-10-20,山东墨龙,4.72,挂涨停价排队·尾盘开缝成交,229512100,1083297112,2023-10-23,尾盘14:50,4.59,没涨停→尾盘兑现,-29836573,1602568.2,-31439141,2015602458,平淡期
2023-10-20,锋龙股份,12.43303126,挂涨停价排队·尾盘开缝成交,58087000,722197487,2023-10-23,尾盘14:50,13.1,没涨停→尾盘兑现,38944829,1112504.9,37832324,2776173917,平淡期
2023-10-20,华丽家族,2.75,挂涨停价排队·尾盘开缝成交,175078500,481465875,2023-10-23,尾盘14:50,2.73,没涨停→尾盘兑现,-3501570,719572.6,-4221143,3253779748,平淡期
2023-10-23,*ST天箭,35.70446662,挂涨停价排队·尾盘开缝成交,30376900,1084591012,2023-10-24,尾盘14:50,35.83,没涨停→尾盘兑现,3908978,1629818.3,2279160,2051769203,平淡期
2023-10-23,中晶科技,20.66137054,挂涨停价排队·尾盘开缝成交,34995800,723061191,2023-10-24,尾盘14:50,20.29,没涨停→尾盘兑现,-13089583,1074774.6,-14164358,2761208332,平淡期
2023-10-23,东风股份,6.2127936,挂涨停价排队·尾盘开缝成交,77588600,482041958,2023-10-24,尾盘14:50,6.14,没涨停→尾盘兑现,-5407522,719007.3,-6126529,3237485292,平淡期
2023-10-24,凯龙股份,8.81325032,挂涨停价排队·尾盘开缝成交,122447600,1079161350,2023-10-25,尾盘14:50,8.95,没涨停→尾盘兑现,16475746,1631098.8,14844647,2054071313,妖股期
2023-10-24,川恒股份,15.320178,挂涨停价排队·尾盘开缝成交,46960300,719440155,2023-10-25,尾盘14:50,15.71,没涨停→尾盘兑现,18385693,1092949.5,17292743,2791343792,妖股期
2023-10-24,和远气体,17.78091894,挂涨停价排队·尾盘开缝成交,26974300,479627842,2023-10-25,尾盘14:50,18.24,没涨停→尾盘兑现,12261470,728637.9,11532832,3282864186,妖股期
2023-10-25,众信旅游,6.92,挂涨停价排队·尾盘开缝成交,158134100,1094287972,2023-10-26,尾盘14:50,6.7,没涨停→尾盘兑现,-34789502,1615339.8,-36404842,2031405728,妖股期
2023-10-25,宁波建工,4.18270854,挂涨停价排队·尾盘开缝成交,174414500,729525019,2023-10-26,尾盘14:50,4.2,没涨停→尾盘兑现,3293567,1096757.7,2196809,2763674699,妖股期
2023-10-25,退市龙宇,11.08933302,挂涨停价排队·尾盘开缝成交,43857400,486349314,2023-10-26,尾盘14:50,10.37,没涨停→尾盘兑现,-31614871,705812.8,-32320684,3218068092,妖股期
2023-10-26,神州信息,12.42826291,挂涨停价排队·尾盘开缝成交,86310400,1072688343,2023-10-27,尾盘14:50,12.21,没涨停→尾盘兑现,-18924734,1594839.0,-20519573,2006476399,平淡期
2023-10-26,川大智胜,15.73,挂涨停价排队·尾盘开缝成交,45462500,715125125,2023-10-27,尾盘14:50,15.57,没涨停→尾盘兑现,-7274000,1067232.2,-8341232,2713796635,平淡期
2023-10-26,圣阳股份,8.70402239,挂涨停价排队·尾盘开缝成交,54773700,476751511,2023-10-30,次日早盘9:30,10.44,又涨停→隔夜后早盘兑现,95026349,786397.0,94239952,1777482989,平淡期
2023-10-27,航锦科技,35.7080822,挂涨停价排队·尾盘开缝成交,25333100,904596417,2023-10-30,尾盘14:50,36.93,没涨停→尾盘兑现,30844260,1380027.8,29464232,2712222086,妖股期
2023-10-27,安凯客车,5.98,挂涨停价排队·尾盘开缝成交,100847200,603066256,2023-10-30,尾盘14:50,6.0,没涨停→尾盘兑现,2016944,906112.1,1110832,3316851473,妖股期
2023-10-30,兴森科技,14.72620688,挂涨停价排队·尾盘开缝成交,75078200,1105617105,2023-10-31,次日早盘9:30,14.65,又涨停→隔夜后早盘兑现,-5960200,1653955.5,-7614156,2081604021,平淡期
2023-10-30,银河电子,5.79721356,挂涨停价排队·尾盘开缝成交,127143500,737078022,2023-10-31,尾盘14:50,5.69,没涨停→尾盘兑现,-13718880,1095327.9,-14814208,2804420644,平淡期
2023-10-30,奥赛康,10.04894746,挂涨停价排队·尾盘开缝成交,48899100,491384487,2023-10-31,尾盘14:50,10.32,没涨停→尾盘兑现,13475774,747183.6,12728591,3308902260,平淡期
2023-10-31,先导基电,17.9555439,挂涨停价排队·尾盘开缝成交,61427600,1102965968,2023-11-01,尾盘14:50,17.12,没涨停→尾盘兑现,-51187371,1616058.4,-52803429,3256926055,平淡期
2023-11-01,瑞斯康达,8.77,挂涨停价排队·尾盘开缝成交,82526900,723760913,2023-11-02,尾盘14:50,8.54,没涨停→尾盘兑现,-18981187,1071405.5,-20052592,2151774457,平淡期
2023-11-01,通达电气,9.2172345,挂涨停价排队·尾盘开缝成交,117783900,1085641827,2023-11-03,次日早盘9:30,11.15,又涨停→隔夜后早盘兑现,228192231,1799606.9,226392624,3464623139,平淡期
2023-11-03,康强电子,13.87619812,挂涨停价排队·尾盘开缝成交,83227000,1154874341,2023-11-06,尾盘14:50,14.65,没涨停→尾盘兑现,64527363,1780707.0,62746656,2245043919,平淡期
2023-11-03,北斗星通,38.09534907,挂涨停价排队·尾盘开缝成交,20210200,769914624,2023-11-06,尾盘14:50,36.68,没涨停→尾盘兑现,-28537686,1133468.7,-29671155,2985864824,平淡期
2023-11-03,同兴达,18.82081152,挂涨停价排队·尾盘开缝成交,27271800,513277408,2023-11-06,尾盘14:50,19.11,没涨停→尾盘兑现,7817776,775779.4,7041996,3506569186,平淡期
2023-11-06,特发信息,9.21,挂涨停价排队·尾盘开缝成交,126911600,1168855836,2023-11-07,尾盘14:50,9.33,没涨停→尾盘兑现,15229392,1764705.8,13464686,2222181645,妖股期
2023-11-06,欢瑞世纪,4.24,挂涨停价排队·尾盘开缝成交,183782400,779237376,2023-11-07,尾盘14:50,4.13,没涨停→尾盘兑现,-20216064,1153694.0,-21369758,2980633691,妖股期
2023-11-06,遥望科技,9.81,挂涨停价排队·尾盘开缝成交,52955300,519491493,2023-11-07,尾盘14:50,10.08,没涨停→尾盘兑现,14297931,789960.7,13507970,3514022773,妖股期
2023-11-07,ST得润,10.76,挂涨停价排队·尾盘开缝成交,72573700,780893012,2023-11-08,尾盘14:50,10.46,没涨停→尾盘兑现,-21772110,1155010.4,-22927120,1799744492,平淡期
2023-11-07,*ST皇庭,3.4,挂涨停价排队·尾盘开缝成交,344512000,1171340800,2023-11-09,次日早盘9:30,4.11,又涨停→隔夜后早盘兑现,244603520,1940463.8,242663056,3214626854,平淡期
2023-11-07,思美传媒,6.9,挂涨停价排队·尾盘开缝成交,75448700,520596030,2023-11-09,次日早盘9:30,7.21,又涨停→隔夜后早盘兑现,23389097,798435.9,22590661,3758203992,平淡期
2023-11-10,大东南,2.83,挂涨停价排队·尾盘开缝成交,295108300,835156489,2023-11-13,尾盘14:50,2.78,没涨停→尾盘兑现,-14755415,1241668.2,-15997083,1933328481,平淡期
2023-11-10,和胜股份,18.9585308,挂涨停价排队·尾盘开缝成交,29367800,556770341,2023-11-13,尾盘14:50,20.43,没涨停→尾盘兑现,43222212,867572.2,42354640,2532871040,平淡期
2023-11-10,海马汽车,4.91,挂涨停价排队·尾盘开缝成交,255139400,1252734454,2023-11-14,次日早盘9:30,5.34,又涨停→隔夜后早盘兑现,109709942,1961384.1,107748558,2487143722,平淡期
2023-11-13,日上集团,4.30472064,挂涨停价排队·尾盘开缝成交,196131200,844290025,2023-11-14,尾盘14:50,4.15,没涨停→尾盘兑现,-30288431,1243718.7,-31532150,3300534815,平淡期
2023-11-13,铁流股份,11.70357132,挂涨停价排队·尾盘开缝成交,48093000,562859855,2023-11-14,尾盘14:50,11.26,没涨停→尾盘兑现,-21562069,828118.2,-22390188,3841426627,平淡期
2023-11-14,吉大正元,23.84,挂涨停价排队·尾盘开缝成交,35807400,853648416,2023-11-15,尾盘14:50,23.75,没涨停→尾盘兑现,-3222666,1278055.6,-4500722,1987990735,平淡期
2023-11-14,宇通重工,8.8274736,挂涨停价排队·尾盘开缝成交,64469200,569100161,2023-11-15,尾盘14:50,9.34,没涨停→尾盘兑现,33178764,878534.3,32300230,2589817951,平淡期
2023-11-14,美格智能,29.52158763,挂涨停价排队·尾盘开缝成交,43374200,1280475246,2023-11-16,次日早盘9:30,31.21,又涨停→隔夜后早盘兑现,73403040,1975765.1,71427274,2503894658,平淡期
2023-11-15,贤丰控股,3.41,挂涨停价排队·尾盘开缝成交,253159100,863272531,2023-11-16,尾盘14:50,3.41,没涨停→尾盘兑现,0,1294908.8,-1294909,3366519735,平淡期
2023-11-15,正泰电源,15.16620872,挂涨停价排队·尾盘开缝成交,37947100,575513639,2023-11-16,尾盘14:50,14.69,没涨停→尾盘兑现,-17903211,849843.1,-18753054,3923711955,平淡期
2023-11-17,光华科技,16.63691046,挂涨停价排队·尾盘开缝成交,78614500,1307902397,2023-11-20,尾盘14:50,16.45,没涨停→尾盘兑现,-14871422,1950700.0,-16822122,2454646104,平淡期
2023-11-17,路畅科技,37.94,挂涨停价排队·尾盘开缝成交,22981900,871933286,2023-11-20,尾盘14:50,38.05,没涨停→尾盘兑现,2528009,1309795.9,1218213,3328451553,平淡期
2023-11-17,芯瑞达,25.817616,挂涨停价排队·尾盘开缝成交,22515300,581291370,2023-11-20,尾盘14:50,26.65,没涨停→尾盘兑现,18838146,886065.7,17952081,3928130972,平淡期
2023-11-20,金正大,1.88,挂涨停价排队·尾盘开缝成交,696477100,1309376948,2023-11-21,尾盘14:50,1.88,没涨停→尾盘兑现,0,1964065.4,-1964065,2472285936,妖股期
2023-11-20,日发精机,6.71,挂涨停价排队·尾盘开缝成交,130092100,872917991,2023-11-21,尾盘14:50,6.91,没涨停→尾盘兑现,26018420,1328890.8,24689529,3370548145,妖股期
2023-11-20,维科技术,8.59,挂涨停价排队·尾盘开缝成交,67746800,581945012,2023-11-21,尾盘14:50,8.8,没涨停→尾盘兑现,14226828,883587.6,13343240,3966272856,妖股期
2023-11-21,浙江东日,8.59436305,挂涨停价排队·尾盘开缝成交,102554900,881394043,2023-11-22,尾盘14:50,9.03,没涨停→尾盘兑现,44614997,1355552.3,43259444,2100506856,妖股期
2023-11-21,松霖科技,17.86103828,挂涨停价排队·尾盘开缝成交,32898200,587596010,2023-11-22,尾盘14:50,17.19,没涨停→尾盘兑现,-22185062,864755.2,-23049817,2665493746,妖股期
2023-11-21,深振业A,4.96,挂涨停价排队·尾盘开缝成交,266550500,1322090480,2023-11-23,次日早盘9:30,5.3,又涨停→隔夜后早盘兑现,90627170,2051106.1,88576064,3188654132,妖股期
2023-11-22,怡亚通,4.91170368,挂涨停价排队·尾盘开缝成交,180894000,888497725,2023-11-23,尾盘14:50,4.84,没涨停→尾盘兑现,-12590049,1323304.1,-13913353,4063904878,妖股期
2023-11-23,湖南天雁,5.62,挂涨停价排队·尾盘开缝成交,160692200,903090164,2023-11-24,尾盘14:50,5.55,没涨停→尾盘兑现,-11248454,1346198.9,-12594653,2095293362,平淡期
2023-11-23,天鹅股份,22.05396204,挂涨停价排队·尾盘开缝成交,27299400,602059931,2023-11-24,尾盘14:50,21.49,没涨停→尾盘兑现,-15342476,891583.0,-16234059,2681570779,平淡期
2023-11-23,联环药业,11.5368239,挂涨停价排队·尾盘开缝成交,117418300,1354634250,2023-11-27,次日早盘9:30,13.96,又涨停→隔夜后早盘兑现,284587027,2245391.6,282341636,2829802305,平淡期
2023-11-24,长春一东,20.1977083,挂涨停价排队·尾盘开缝成交,44255300,893855640,2023-11-27,尾盘14:50,19.48,没涨停→尾盘兑现,-31703254,1317006.0,-33020260,3691308076,平淡期
2023-11-24,鲁抗医药,7.94552306,挂涨停价排队·尾盘开缝成交,74998800,595904695,2023-11-27,尾盘14:50,8.06,没涨停→尾盘兑现,8709935,900389.5,7809545,4295469245,平淡期
2023-11-27,雷赛智能,20.21559947,挂涨停价排队·尾盘开缝成交,47218400,954548262,2023-11-28,尾盘14:50,21.04,没涨停→尾盘兑现,38980094,1461057.5,37519037,2265515649,平淡期
2023-11-27,合锻智能,7.84,挂涨停价排队·尾盘开缝成交,81169100,636365744,2023-11-28,尾盘14:50,7.95,没涨停→尾盘兑现,8928601,961245.1,7967356,2910326023,平淡期
