信号日,名称,买入价,买入方式,股数,买入金额,卖出日,卖出时点,卖出价,卖出原因,毛盈亏,费用,净盈亏,账户现金,当时周期
2020-05-13,南京新百,8.7993178,挂涨停价排队·尾盘开缝成交,20100,176866,2020-05-14,尾盘14:50,9.43,没涨停→尾盘兑现,12647,274.8,12373,693848,妖股期
2020-05-13,重百集团,18.0695052,挂涨停价排队·尾盘开缝成交,6500,117452,2020-05-14,尾盘14:50,18.95,没涨停→尾盘兑现,5698,180.5,5517,816905,妖股期
2020-05-14,飞亚达,7.51435737,挂涨停价排队·尾盘开缝成交,36200,272020,2020-05-15,尾盘14:50,7.66,没涨停→尾盘兑现,5155,411.9,4743,821852,平淡期
2020-05-15,粤传媒,4.60865921,挂涨停价排队·尾盘开缝成交,59400,273754,2020-05-18,尾盘14:50,4.64,没涨停→尾盘兑现,1646,411.9,1234,519764,平淡期
2020-05-15,共达电声,11.23704414,挂涨停价排队·尾盘开缝成交,16200,182040,2020-05-18,尾盘14:50,10.3,没涨停→尾盘兑现,-15250,261.6,-15512,686428,平淡期
2020-05-15,云赛智联,7.73808453,挂涨停价排队·尾盘开缝成交,15700,121488,2020-05-18,尾盘14:50,7.53,没涨停→尾盘兑现,-3337,179.7,-3516,804491,平淡期
2020-05-18,中国稀土,11.4555727,挂涨停价排队·尾盘开缝成交,23400,268060,2020-05-19,尾盘14:50,11.76,没涨停→尾盘兑现,7182,407.5,6775,514200,平淡期
2020-05-18,西部材料,6.5967174,挂涨停价排队·尾盘开缝成交,27100,178771,2020-05-19,尾盘14:50,6.74,没涨停→尾盘兑现,4006,271.2,3735,696840,平淡期
2020-05-18,恒顺醋业,16.0129464,挂涨停价排队·尾盘开缝成交,7400,118496,2020-05-19,尾盘14:50,16.06,没涨停→尾盘兑现,375,178.0,197,815622,平淡期
2020-05-19,国星光电,11.24554256,挂涨停价排队·尾盘开缝成交,24100,271018,2020-05-20,尾盘14:50,11.41,没涨停→尾盘兑现,3865,409.4,3456,638530,妖股期
2020-05-19,科沃斯,23.47410472,挂涨停价排队·尾盘开缝成交,7700,180751,2020-05-20,尾盘14:50,24.64,没涨停→尾盘兑现,8943,277.8,8665,828081,妖股期
2020-05-20,海思科,21.40545762,挂涨停价排队·尾盘开缝成交,5700,122011,2020-05-21,尾盘14:50,22.01,没涨停→尾盘兑现,3434,185.6,3248,372229,妖股期
2020-05-20,创元科技,6.625443,挂涨停价排队·尾盘开缝成交,41600,275618,2020-05-22,次日早盘9:30,8.02,又涨停→隔夜后早盘兑现,58130,457.0,57673,582147,妖股期
2020-05-20,桂林三金,10.7984505,挂涨停价排队·尾盘开缝成交,17000,183574,2020-05-22,次日早盘9:30,12.19,又涨停→隔夜后早盘兑现,23704,293.1,23410,789268,妖股期
2020-05-21,湖北广电,5.4202212,挂涨停价排队·尾盘开缝成交,22800,123581,2020-05-22,尾盘14:50,5.73,没涨停→尾盘兑现,7029,190.6,6839,919781,平淡期
2020-05-22,贵航股份,14.16881466,挂涨停价排队·尾盘开缝成交,21600,306046,2020-05-25,尾盘14:50,14.19,没涨停→尾盘兑现,402,459.4,-57,919953,平淡期
2020-05-25,三元股份,5.17817405,挂涨停价排队·尾盘开缝成交,59200,306548,2020-05-26,尾盘14:50,5.14,没涨停→尾盘兑现,-2292,458.1,-2750,576851,恐慌期
2020-05-25,德邦股份,12.612405,挂涨停价排队·尾盘开缝成交,16200,204321,2020-05-26,次日早盘9:30,12.62,又涨停→隔夜后早盘兑现,157,306.6,-149,781176,恐慌期
2020-05-25,福达股份,5.38582474,挂涨停价排队·尾盘开缝成交,25300,136261,2020-05-27,次日早盘9:30,6.4,又涨停→隔夜后早盘兑现,25734,223.7,25510,509758,恐慌期
2020-05-26,安泰科技,5.709714,挂涨停价排队·尾盘开缝成交,45600,260363,2020-05-27,尾盘14:50,6.01,没涨停→尾盘兑现,13886,401.0,13485,783801,妖股期
2020-05-26,联创电子,11.085173,挂涨停价排队·尾盘开缝成交,15600,172929,2020-05-27,尾盘14:50,11.46,没涨停→尾盘兑现,5864,263.8,5600,962459,妖股期
2020-05-27,老板电器,27.55700976,挂涨停价排队·尾盘开缝成交,11600,319661,2020-05-28,尾盘14:50,27.81,没涨停→尾盘兑现,2899,481.7,2418,752427,妖股期
2020-05-27,金牌家居,34.86717792,挂涨停价排队·尾盘开缝成交,6100,212690,2020-05-28,尾盘14:50,35.45,没涨停→尾盘兑现,3543,321.7,3221,968497,妖股期
2020-05-28,金龙汽车,6.15340089,挂涨停价排队·尾盘开缝成交,52400,322438,2020-05-29,尾盘14:50,6.26,没涨停→尾盘兑现,5568,487.8,5080,973819,平淡期
2020-05-29,海信家电,9.43193778,挂涨停价排队·尾盘开缝成交,34400,324459,2020-06-01,尾盘14:50,9.96,没涨停→尾盘兑现,18056,500.2,17556,631239,妖股期
2020-05-29,万润股份,13.84076793,挂涨停价排队·尾盘开缝成交,10400,143944,2020-06-01,尾盘14:50,14.7,没涨停→尾盘兑现,8944,222.6,8721,784012,妖股期
2020-05-29,实益达,7.43764076,挂涨停价排队·尾盘开缝成交,29100,216435,2020-06-02,次日早盘9:30,9.0,又涨停→隔夜后早盘兑现,45428,358.7,45070,610687,妖股期
2020-06-01,中期退,8.54,挂涨停价排队·尾盘开缝成交,20400,174216,2020-06-02,尾盘14:50,8.33,没涨停→尾盘兑现,-4284,258.1,-4542,780491,妖股期
2020-06-01,东海A退,8.81,挂涨停价排队·尾盘开缝成交,29600,260776,2020-06-03,次日早盘9:30,9.5,又涨停→隔夜后早盘兑现,20424,406.5,20018,628054,妖股期
2020-06-02,黑猫股份,4.30732329,挂涨停价排队·尾盘开缝成交,60400,260162,2020-06-03,尾盘14:50,4.28,没涨停→尾盘兑现,-1746,388.9,-2135,886277,妖股期
2020-06-02,勤上股份,2.38,挂涨停价排队·尾盘开缝成交,72800,173264,2020-06-03,尾盘14:50,2.34,没涨停→尾盘兑现,-2912,257.7,-3170,1056501,妖股期
2020-06-03,深物业A,9.75170304,挂涨停价排队·尾盘开缝成交,36100,352036,2020-06-04,尾盘14:50,9.95,没涨停→尾盘兑现,7334,533.6,6801,672658,妖股期
2020-06-03,*ST柏龙,8.39614512,挂涨停价排队·尾盘开缝成交,27900,234252,2020-06-04,尾盘14:50,8.0,没涨停→尾盘兑现,-11115,343.0,-11458,895628,妖股期
2020-06-03,退市济堂,3.23,挂涨停价排队·尾盘开缝成交,48500,156655,2020-06-04,尾盘14:50,3.14,没涨停→尾盘兑现,-4365,231.7,-4597,1047804,妖股期
2020-06-04,威孚高科,15.70244049,挂涨停价排队·尾盘开缝成交,22200,348594,2020-06-05,尾盘14:50,16.73,没涨停→尾盘兑现,22711,539.9,22171,682413,妖股期
2020-06-04,燕京啤酒,6.68498545,挂涨停价排队·尾盘开缝成交,34800,232637,2020-06-05,尾盘14:50,6.38,没涨停→尾盘兑现,-10737,340.9,-11078,904147,妖股期
2020-06-04,珠江啤酒,8.86774,挂涨停价排队·尾盘开缝成交,17500,155185,2020-06-05,尾盘14:50,8.76,没涨停→尾盘兑现,-1920,231.3,-2151,1057298,妖股期
2020-06-05,绿康生化,14.44380399,挂涨停价排队·尾盘开缝成交,24400,352429,2020-06-08,尾盘14:50,14.99,没涨停→尾盘兑现,13249,538.6,12711,1070273,恐慌期
2020-06-08,合肥城建,8.5735686,挂涨停价排队·尾盘开缝成交,41600,356660,2020-06-09,尾盘14:50,8.43,没涨停→尾盘兑现,-5905,530.6,-6436,1064105,恐慌期
2020-06-09,盈趣科技,27.60992862,挂涨停价排队·尾盘开缝成交,12800,353407,2020-06-10,尾盘14:50,28.02,没涨停→尾盘兑现,5195,534.0,4661,674948,平淡期
2020-06-09,太极集团,14.13657,挂涨停价排队·尾盘开缝成交,16700,236081,2020-06-10,尾盘14:50,14.14,没涨停→尾盘兑现,0,354.1,-354,910852,平淡期
2020-06-09,四川长虹,2.93139564,挂涨停价排队·尾盘开缝成交,53900,158002,2020-06-10,尾盘14:50,2.96,没涨停→尾盘兑现,1544,238.2,1306,1070278,平淡期
2020-06-10,诚意药业,7.44549247,挂涨停价排队·尾盘开缝成交,47900,356639,2020-06-11,尾盘14:50,7.49,没涨停→尾盘兑现,1992,536.5,1456,1072002,恐慌期
2020-06-12,东望时代,3.4569072,挂涨停价排队·尾盘开缝成交,103300,357099,2020-06-15,尾盘14:50,3.62,没涨停→尾盘兑现,16863,548.3,16315,1088584,平淡期
2020-06-15,四环生物,4.52,挂涨停价排队·尾盘开缝成交,80200,362504,2020-06-16,尾盘14:50,4.3,没涨停→尾盘兑现,-17644,530.5,-18175,668100,平淡期
2020-06-15,益佰制药,5.97995198,挂涨停价排队·尾盘开缝成交,40400,241590,2020-06-16,尾盘14:50,5.86,没涨停→尾盘兑现,-4810,358.8,-5168,904703,平淡期
2020-06-15,鲁抗医药,8.99392086,挂涨停价排队·尾盘开缝成交,17900,160991,2020-06-16,尾盘14:50,8.72,没涨停→尾盘兑现,-4894,237.8,-5132,1060683,平淡期
2020-06-17,国药现代,8.98346449,挂涨停价排队·尾盘开缝成交,39300,353050,2020-06-18,尾盘14:50,8.97,没涨停→尾盘兑现,-705,529.0,-1234,823976,平淡期
2020-06-17,神奇制药,6.73537095,挂涨停价排队·尾盘开缝成交,35000,235738,2020-06-18,尾盘14:50,6.64,没涨停→尾盘兑现,-3207,351.2,-3559,1056332,平淡期
2020-06-19,航天电器,31.24186043,挂涨停价排队·尾盘开缝成交,11200,349909,2020-06-22,尾盘14:50,32.81,没涨停→尾盘兑现,17588,538.1,17050,1073644,妖股期
2020-06-23,*ST富润,11.75698657,挂涨停价排队·尾盘开缝成交,30400,357412,2020-06-24,尾盘14:50,11.55,没涨停→尾盘兑现,-6313,531.4,-6844,669717,平淡期
2020-06-23,玉龙股份,10.44457084,挂涨停价排队·尾盘开缝成交,22800,238136,2020-06-24,尾盘14:50,11.03,没涨停→尾盘兑现,13330,367.2,12963,920995,平淡期
2020-06-23,康德莱,15.02026484,挂涨停价排队·尾盘开缝成交,10600,159215,2020-06-24,尾盘14:50,15.37,没涨停→尾盘兑现,3759,241.6,3517,1083846,平淡期
2020-06-24,工业富联,13.0244616,挂涨停价排队·尾盘开缝成交,18400,239650,2020-06-29,尾盘14:50,12.77,没涨停→尾盘兑现,-4632,356.0,-4988,558220,平淡期
2020-06-24,金晶科技,2.86009489,挂涨停价排队·尾盘开缝成交,126300,361230,2020-06-30,次日早盘9:30,3.35,又涨停→隔夜后早盘兑现,62362,588.6,61774,795841,平淡期
2020-06-24,福莱特,16.4522925,挂涨停价排队·尾盘开缝成交,9700,159587,2020-06-30,次日早盘9:30,17.28,又涨停→隔夜后早盘兑现,8025,245.4,7780,963327,平淡期
2020-06-29,深华发A,10.43,挂涨停价排队·尾盘开缝成交,17800,185654,2020-07-01,次日早盘9:30,11.06,又涨停→隔夜后早盘兑现,11214,286.9,10927,625624,平淡期
2020-06-30,中科金财,15.53,挂涨停价排队·尾盘开缝成交,13800,214314,2020-07-01,尾盘14:50,15.24,没涨停→尾盘兑现,-4002,318.5,-4320,835778,平淡期
2020-06-30,雷柏科技,13.45,挂涨停价排队·尾盘开缝成交,23800,320110,2020-07-02,次日早盘9:30,15.41,又涨停→隔夜后早盘兑现,46648,515.2,46133,739263,平淡期
2020-07-01,中交发展,7.28936483,挂涨停价排队·尾盘开缝成交,38200,278454,2020-07-02,尾盘14:50,7.81,没涨停→尾盘兑现,20024,432.7,19592,1037517,平淡期
2020-07-01,天士力,15.25161224,挂涨停价排队·尾盘开缝成交,12100,184545,2020-07-02,尾盘14:50,15.28,没涨停→尾盘兑现,310,277.0,33,1222233,平淡期
2020-07-02,山西证券,6.50509794,挂涨停价排队·尾盘开缝成交,62600,407219,2020-07-06,次日早盘9:30,7.56,又涨停→隔夜后早盘兑现,66187,660.5,65527,836350,平淡期
2020-07-02,普路通,7.89796319,挂涨停价排队·尾盘开缝成交,34300,270900,2020-07-06,次日早盘9:30,8.5,又涨停→隔夜后早盘兑现,20682,421.9,20260,1127713,平淡期
2020-07-02,青鸟智控,6.62326491,挂涨停价排队·尾盘开缝成交,27300,180815,2020-07-06,次日早盘9:30,7.29,又涨停→隔夜后早盘兑现,18081,284.8,17796,1326461,平淡期
2020-07-06,金融街,7.13001454,挂涨停价排队·尾盘开缝成交,62000,442061,2020-07-07,尾盘14:50,7.03,没涨停→尾盘兑现,-6226,658.4,-6885,829477,平淡期
2020-07-06,*ST天茂,6.13211484,挂涨停价排队·尾盘开缝成交,32000,196228,2020-07-07,尾盘14:50,5.87,没涨停→尾盘兑现,-8330,288.1,-8619,1017233,平淡期
2020-07-06,远大控股,6.89,挂涨停价排队·尾盘开缝成交,42700,294203,2020-07-08,次日早盘9:30,7.42,又涨停→隔夜后早盘兑现,22631,458.3,22173,769655,平淡期
2020-07-07,英力特,8.04493835,挂涨停价排队·尾盘开缝成交,42100,338692,2020-07-08,尾盘14:50,7.83,没涨停→尾盘兑现,-9143,501.2,-9644,1098957,平淡期
2020-07-07,新洋丰,8.9833809,挂涨停价排队·尾盘开缝成交,25100,225483,2020-07-08,尾盘14:50,9.32,没涨停→尾盘兑现,8326,344.5,7982,1332591,平淡期
2020-07-08,北斗星通,38.14027623,挂涨停价排队·尾盘开缝成交,7700,293680,2020-07-09,尾盘14:50,38.96,没涨停→尾盘兑现,6343,445.3,5898,697478,平淡期
2020-07-08,捷顺科技,14.63672832,挂涨停价排队·尾盘开缝成交,13500,197596,2020-07-09,尾盘14:50,15.49,没涨停→尾盘兑现,11578,305.1,11273,906495,平淡期
2020-07-08,航天发展,16.80432861,挂涨停价排队·尾盘开缝成交,26400,443634,2020-07-10,次日早盘9:30,18.86,又涨停→隔夜后早盘兑现,54242,706.1,53536,900987,平淡期
2020-07-09,招金黄金,2.92,挂涨停价排队·尾盘开缝成交,103400,301928,2020-07-10,尾盘14:50,2.95,没涨停→尾盘兑现,3102,455.2,2647,1205788,平淡期
2020-07-09,仁和药业,6.3233863,挂涨停价排队·尾盘开缝成交,31800,201084,2020-07-10,尾盘14:50,6.57,没涨停→尾盘兑现,7912,307.6,7605,1414627,平淡期
2020-07-10,ST星源,3.18,挂涨停价排队·尾盘开缝成交,148200,471276,2020-07-13,尾盘14:50,3.31,没涨停→尾盘兑现,19266,721.4,18545,911196,平淡期
2020-07-10,特力A,22.20990792,挂涨停价排队·尾盘开缝成交,9400,208773,2020-07-13,尾盘14:50,23.52,没涨停→尾盘兑现,12357,322.4,12034,1132160,平淡期
2020-07-10,沙河股份,9.92266779,挂涨停价排队·尾盘开缝成交,31600,313556,2020-07-14,次日早盘9:30,11.2,又涨停→隔夜后早盘兑现,40238,500.5,39738,856995,平淡期
2020-07-13,广弘控股,7.8759616,挂涨停价排队·尾盘开缝成交,47900,377259,2020-07-14,尾盘14:50,7.63,没涨停→尾盘兑现,-11672,557.1,-12229,1222307,平淡期
2020-07-13,海南海药,9.11,挂涨停价排队·尾盘开缝成交,27600,251436,2020-07-15,次日早盘9:30,11.02,又涨停→隔夜后早盘兑现,52716,416.7,52299,847677,平淡期
2020-07-14,渝开发,4.52718068,挂涨停价排队·尾盘开缝成交,89900,406994,2020-07-15,尾盘14:50,4.25,没涨停→尾盘兑现,-25328,591.5,-25919,1229057,妖股期
2020-07-14,*ST中天,4.38,挂涨停价排队·尾盘开缝成交,62000,271560,2020-07-16,次日早盘9:30,5.0,又涨停→隔夜后早盘兑现,38440,436.2,38004,856322,妖股期
2020-07-15,新金路,5.39,挂涨停价排队·尾盘开缝成交,76000,409640,2020-07-16,尾盘14:50,4.85,没涨停→尾盘兑现,-41040,583.7,-41624,1224646,妖股期
2020-07-15,中泰化学,6.0770997,挂涨停价排队·尾盘开缝成交,44900,272862,2020-07-16,尾盘14:50,5.56,没涨停→尾盘兑现,-23028,392.0,-23420,1474292,妖股期
2020-07-17,雪峰科技,4.08590904,挂涨停价排队·尾盘开缝成交,120200,491126,2020-07-20,尾盘14:50,4.13,没涨停→尾盘兑现,5373,740.7,4633,1479293,恐慌期
2020-07-20,南玻A,5.23144364,挂涨停价排队·尾盘开缝成交,94200,492802,2020-07-21,尾盘14:50,5.36,没涨停→尾盘兑现,12403,748.5,11654,943781,平淡期
2020-07-20,金隅冀东,16.3379592,挂涨停价排队·尾盘开缝成交,20100,328393,2020-07-21,尾盘14:50,16.26,没涨停→尾盘兑现,-1520,491.4,-2012,1270409,平淡期
2020-07-20,ST晨鸣,5.49230628,挂涨停价排队·尾盘开缝成交,39900,219143,2020-07-21,尾盘14:50,5.59,没涨停→尾盘兑现,3791,331.6,3460,1493176,平淡期
2020-07-21,苏宁环球,3.34866548,挂涨停价排队·尾盘开缝成交,148600,497612,2020-07-22,尾盘14:50,3.27,没涨停→尾盘兑现,-11724,737.6,-12461,928146,平淡期
2020-07-21,ST新纶,5.5,挂涨停价排队·尾盘开缝成交,60300,331650,2020-07-22,尾盘14:50,5.41,没涨停→尾盘兑现,-5427,493.4,-5920,1254124,平淡期
2020-07-21,羚锐制药,8.28807876,挂涨停价排队·尾盘开缝成交,26700,221292,2020-07-22,尾盘14:50,8.78,没涨停→尾盘兑现,13030,341.7,12688,1488270,平淡期
2020-07-23,新华制药,11.25110448,挂涨停价排队·尾盘开缝成交,44000,495049,2020-07-24,尾盘14:50,10.95,没涨停→尾盘兑现,-13260,732.6,-13993,1143604,平淡期
2020-07-23,新华医疗,13.08476022,挂涨停价排队·尾盘开缝成交,25300,331044,2020-07-24,尾盘14:50,13.9,没涨停→尾盘兑现,20499,511.9,19987,1494884,平淡期
2020-07-24,山东海化,3.93931581,挂涨停价排队·尾盘开缝成交,126400,497930,2020-07-27,尾盘14:50,4.14,没涨停→尾盘兑现,25442,766.0,24676,1188002,恐慌期
2020-07-24,德新科技,13.60373586,挂涨停价排队·尾盘开缝成交,24400,331931,2020-07-27,尾盘14:50,14.2,没涨停→尾盘兑现,14568,508.8,14059,1534240,恐慌期
2020-07-27,澳柯玛,6.94775774,挂涨停价排队·尾盘开缝成交,73600,511355,2020-07-28,尾盘14:50,6.57,没涨停→尾盘兑现,-27867,746.1,-28613,938695,妖股期
2020-07-27,*ST亿晶,3.45,挂涨停价排队·尾盘开缝成交,98800,340860,2020-07-28,尾盘14:50,3.36,没涨停→尾盘兑现,-8892,504.6,-9397,1270414,妖股期
2020-07-27,中国海防,35.3838034,挂涨停价排队·尾盘开缝成交,6400,226456,2020-07-28,尾盘14:50,32.73,没涨停→尾盘兑现,-17015,326.9,-17341,1479698,妖股期
2020-07-28,千禾味业,16.61834328,挂涨停价排队·尾盘开缝成交,29600,491903,2020-07-29,尾盘14:50,16.57,没涨停→尾盘兑现,-1402,736.8,-2139,1149067,妖股期
2020-07-28,广州酒家,23.3235072,挂涨停价排队·尾盘开缝成交,14100,328861,2020-07-29,次日早盘9:30,23.56,又涨停→隔夜后早盘兑现,3349,495.8,2853,1481028,妖股期
2020-07-29,思源电气,25.67749228,挂涨停价排队·尾盘开缝成交,19200,493008,2020-07-30,尾盘14:50,26.84,没涨停→尾盘兑现,22409,756.3,21653,954709,平淡期
2020-07-29,龙星科技,4.5748536,挂涨停价排队·尾盘开缝成交,71900,328932,2020-07-30,尾盘14:50,4.42,没涨停→尾盘兑现,-11459,484.8,-11943,1271945,平淡期
2020-07-29,东诚药业,23.59243007,挂涨停价排队·尾盘开缝成交,9300,219410,2020-07-30,尾盘14:50,23.53,没涨停→尾盘兑现,-615,328.7,-944,1490575,平淡期
2020-07-30,甘肃能源,3.24739356,挂涨停价排队·尾盘开缝成交,153000,496851,2020-07-31,尾盘14:50,3.48,没涨停→尾盘兑现,35295,771.7,34524,973935,妖股期
2020-07-30,亚太药业,5.45,挂涨停价排队·尾盘开缝成交,60700,330815,2020-07-31,尾盘14:50,5.79,没涨停→尾盘兑现,20638,511.7,20126,1325124,妖股期
2020-07-30,天原股份,4.46805344,挂涨停价排队·尾盘开缝成交,49400,220722,2020-08-03,次日早盘9:30,4.91,又涨停→隔夜后早盘兑现,21928,347.5,21581,832253,妖股期
2020-07-31,锦龙股份,18.60737564,挂涨停价排队·尾盘开缝成交,23700,440995,2020-08-03,尾盘14:50,19.16,没涨停→尾盘兑现,13026,671.3,12355,1285933,妖股期
2020-07-31,华神科技,5.94636,挂涨停价排队·尾盘开缝成交,49500,294345,2020-08-04,次日早盘9:30,7.13,又涨停→隔夜后早盘兑现,58378,485.3,57893,924473,妖股期
2020-08-03,烽火电子,9.3384247,挂涨停价排队·尾盘开缝成交,45900,428634,2020-08-04,尾盘14:50,9.27,没涨停→尾盘兑现,-3209,640.5,-3850,1349579,平淡期
2020-08-03,中鼎股份,9.54129408,挂涨停价排队·尾盘开缝成交,29900,285285,2020-08-05,次日早盘9:30,10.59,又涨停→隔夜后早盘兑现,31238,451.4,30786,916329,平淡期
2020-08-04,中利集团,6.49,挂涨停价排队·尾盘开缝成交,69300,449757,2020-08-05,尾盘14:50,6.28,没涨停→尾盘兑现,-14553,663.7,-15217,1351207,妖股期
2020-08-04,华宏科技,8.76541912,挂涨停价排队·尾盘开缝成交,34200,299777,2020-08-05,尾盘14:50,8.94,没涨停→尾盘兑现,5807,454.0,5353,1656563,妖股期
2020-08-05,浙江美大,12.14980935,挂涨停价排队·尾盘开缝成交,30200,366924,2020-08-06,尾盘14:50,12.53,没涨停→尾盘兑现,11518,559.0,10959,870017,平淡期
2020-08-05,国睿科技,19.65030681,挂涨停价排队·尾盘开缝成交,12500,245629,2020-08-06,尾盘14:50,20.45,没涨停→尾盘兑现,9972,375.9,9596,1125426,平淡期
2020-08-05,西藏矿业,9.65299328,挂涨停价排队·尾盘开缝成交,57200,552151,2020-08-07,次日早盘9:30,10.93,又涨停→隔夜后早盘兑现,72915,882.9,72032,1125326,平淡期
2020-08-06,金螳螂,9.2235462,挂涨停价排队·尾盘开缝成交,40600,374476,2020-08-10,次日早盘9:30,10.12,又涨停→隔夜后早盘兑现,36193,588.9,35605,1160594,妖股期
2020-08-06,深南退,8.54,挂涨停价排队·尾盘开缝成交,29300,250222,2020-08-10,次日早盘9:30,9.29,又涨停→隔夜后早盘兑现,21975,391.8,21583,1432587,妖股期
2020-08-07,冀东装备,10.22050887,挂涨停价排队·尾盘开缝成交,36700,375093,2020-08-11,次日早盘9:30,10.95,又涨停→隔夜后早盘兑现,26662,582.6,26079,1038347,妖股期
2020-08-10,广田集团,4.22,挂涨停价排队·尾盘开缝成交,75400,318188,2020-08-11,尾盘14:50,4.08,没涨停→尾盘兑现,-10556,469.4,-11025,1345748,妖股期
2020-08-10,ST兴化,3.33920168,挂涨停价排队·尾盘开缝成交,143000,477506,2020-08-12,次日早盘9:30,3.49,又涨停→隔夜后早盘兑现,21461,732.4,20729,1844340,妖股期
2020-08-13,特发信息,13.26,挂涨停价排队·尾盘开缝成交,46300,613938,2020-08-14,次日早盘9:30,13.46,又涨停→隔夜后早盘兑现,9260,927.9,8332,1169907,妖股期
2020-08-13,红棉股份,6.7184994,挂涨停价排队·尾盘开缝成交,61000,409828,2020-08-14,尾盘14:50,6.26,没涨停→尾盘兑现,-27970,593.8,-28564,1551478,妖股期
2020-08-13,巨轮智能,2.23,挂涨停价排队·尾盘开缝成交,122600,273398,2020-08-14,尾盘14:50,2.12,没涨停→尾盘兑现,-13486,400.0,-13886,1811195,妖股期
2020-08-14,美湖股份,10.17854052,挂涨停价排队·尾盘开缝成交,59300,603587,2020-08-18,次日早盘9:30,11.17,又涨停→隔夜后早盘兑现,58939,949.6,57989,1198992,平淡期
2020-08-17,光洋股份,7.34,挂涨停价排队·尾盘开缝成交,54800,402232,2020-08-18,尾盘14:50,7.65,没涨停→尾盘兑现,16988,616.1,16372,1617897,妖股期
2020-08-17,天通股份,11.23068682,挂涨停价排队·尾盘开缝成交,23900,268413,2020-08-18,次日早盘9:30,11.14,又涨停→隔夜后早盘兑现,-2084,401.1,-2485,1884027,妖股期
2020-08-18,*ST康佳A,7.7635472,挂涨停价排队·尾盘开缝成交,80800,627295,2020-08-19,尾盘14:50,7.35,没涨停→尾盘兑现,-33098,916.1,-34015,1153799,妖股期
2020-08-18,ST百灵,10.1,挂涨停价排队·尾盘开缝成交,41400,418140,2020-08-19,尾盘14:50,10.14,没涨停→尾盘兑现,1656,628.5,1028,1573280,妖股期
2020-08-18,晶澳科技,11.0533214,挂涨停价排队·尾盘开缝成交,25200,278544,2020-08-19,尾盘14:50,10.59,没涨停→尾盘兑现,-11555,409.1,-11964,1840069,妖股期
2020-08-19,晋控电力,2.84,挂涨停价排队·尾盘开缝成交,215900,613156,2020-08-20,尾盘14:50,2.74,没涨停→尾盘兑现,-21590,903.5,-22494,1136897,妖股期
2020-08-19,张裕A,32.93175969,挂涨停价排队·尾盘开缝成交,12400,408354,2020-08-20,尾盘14:50,30.85,没涨停→尾盘兑现,-25768,593.2,-26361,1519196,妖股期
2020-08-19,闽东电力,7.19746452,挂涨停价排队·尾盘开缝成交,37900,272784,2020-08-21,次日早盘9:30,8.19,又涨停→隔夜后早盘兑现,37613,437.4,37175,1323098,妖股期
2020-08-20,广安爱众,3.8064812,挂涨停价排队·尾盘开缝成交,133000,506262,2020-08-21,尾盘14:50,3.76,没涨停→尾盘兑现,-6189,754.8,-6944,1822796,恐慌期
2020-08-21,涪陵榨菜,30.95633428,挂涨停价排队·尾盘开缝成交,19600,606744,2020-08-24,尾盘14:50,31.3,没涨停→尾盘兑现,6792,915.2,5877,1424020,平淡期
2020-08-21,国投中鲁,10.89,挂涨停价排队·尾盘开缝成交,37200,405108,2020-08-24,尾盘14:50,10.83,没涨停→尾盘兑现,-2232,606.0,-2838,1826594,平淡期
2020-08-24,超声电子,12.80161248,挂涨停价排队·尾盘开缝成交,47500,608077,2020-08-25,尾盘14:50,12.88,没涨停→尾盘兑现,3515,914.8,2600,1153253,妖股期
2020-08-24,华电辽能,3.14,挂涨停价排队·尾盘开缝成交,129300,406002,2020-08-25,尾盘14:50,3.26,没涨停→尾盘兑现,15516,620.6,14895,1574455,妖股期
2020-08-24,大豪科技,6.70955406,挂涨停价排队·尾盘开缝成交,40300,270395,2020-08-25,尾盘14:50,6.55,没涨停→尾盘兑现,-6595,400.6,-6996,1838057,妖股期
2020-08-25,捷荣技术,12.75759342,挂涨停价排队·尾盘开缝成交,48000,612364,2020-08-26,尾盘14:50,12.09,没涨停→尾盘兑现,-31879,894.6,-32774,1397949,平淡期
2020-08-25,坤彩科技,15.68436567,挂涨停价排队·尾盘开缝成交,26000,407794,2020-08-26,尾盘14:50,15.24,没涨停→尾盘兑现,-11465,603.1,-12068,1793980,平淡期
2020-08-26,吉华集团,7.05107196,挂涨停价排队·尾盘开缝成交,84800,597931,2020-08-27,尾盘14:50,6.71,没涨停→尾盘兑现,-29004,875.1,-29879,1764549,恐慌期
2020-08-28,仙琚制药,13.80894723,挂涨停价排队·尾盘开缝成交,28400,392174,2020-08-31,尾盘14:50,14.1,没涨停→尾盘兑现,8402,594.6,7807,924315,平淡期
2020-08-28,奥佳华,14.79560915,挂涨停价排队·尾盘开缝成交,17600,260403,2020-08-31,尾盘14:50,14.23,没涨停→尾盘兑现,-9930,383.2,-10313,1174600,平淡期
2020-08-28,*ST发展,3.20749013,挂涨停价排队·尾盘开缝成交,183300,587933,2020-09-01,次日早盘9:30,3.69,又涨停→隔夜后早盘兑现,89191,948.8,88242,1200014,平淡期
2020-08-31,齐翔腾达,5.82616566,挂涨停价排队·尾盘开缝成交,44900,261595,2020-09-01,尾盘14:50,5.89,没涨停→尾盘兑现,2966,394.6,2571,1464376,妖股期
2020-08-31,汉王科技,21.29,挂涨停价排队·尾盘开缝成交,18300,389607,2020-09-02,次日早盘9:30,24.0,又涨停→隔夜后早盘兑现,49593,621.6,48971,1415701,妖股期
