信号日,代码,名称,板块,买入价,卖出日,卖出价,收益%,持有交易日,卖出方式,当时周期
2021-04-20,605369,拱东医疗,C35专用设备制造业,30.61770516,2021-04-21,30.39,-0.88,1,没涨停→尾盘卖,平淡期
2021-04-21,600211,西藏药业,C27医药制造业,35.40473937,2021-04-22,34.77,-1.93,1,没涨停→尾盘卖,平淡期
2021-04-22,002137,实益达,C38电气机械和器材制造业,5.97596537,2021-04-23,6.02,0.52,1,没涨停→尾盘卖,平淡期
2021-04-22,603728,鸣志电器,C38电气机械和器材制造业,16.31845453,2021-04-23,16.26,-0.51,1,没涨停→尾盘卖,平淡期
2021-04-22,603538,美诺华,C27医药制造业,16.86947,2021-04-26,20.42,20.87,2,再涨停→次日早盘卖,平淡期
2021-04-23,600152,维科技术,C38电气机械和器材制造业,7.3,2021-04-27,7.76,6.15,2,再涨停→次日早盘卖,平淡期
2021-04-26,000756,新华制药,C27医药制造业,8.8588128,2021-04-27,8.93,0.68,1,没涨停→尾盘卖,平淡期
2021-04-26,603161,科华控股,C36汽车制造业,12.6419536,2021-04-27,11.38,-10.16,1,没涨停→尾盘卖,平淡期
2021-04-27,002038,双鹭药业,C27医药制造业,10.58810109,2021-04-28,11.04,4.14,1,没涨停→尾盘卖,恐慌期
2021-04-27,002433,太安退,,3.89,2021-04-29,4.5,15.53,2,再涨停→次日早盘卖,恐慌期
2021-04-27,603168,莎普爱思,C27医药制造业,7.7825328,2021-04-29,8.95,14.9,2,再涨停→次日早盘卖,恐慌期
2021-04-28,002508,老板电器,C38电气机械和器材制造业,30.7827531,2021-04-29,31.27,1.42,1,没涨停→尾盘卖,妖股期
2021-04-29,600774,汉商集团,C27医药制造业,17.48466999,2021-04-30,16.44,-6.13,1,没涨停→尾盘卖,恐慌期
2021-04-29,603195,公牛集团,C38电气机械和器材制造业,55.5453789,2021-04-30,55.88,0.45,1,没涨停→尾盘卖,恐慌期
2021-04-29,603489,八方股份,C38电气机械和器材制造业,98.92484552,2021-04-30,100.08,1.02,1,没涨停→尾盘卖,恐慌期
2021-04-30,000650,仁和药业,C27医药制造业,7.8162889,2021-05-06,7.44,-4.98,1,没涨停→尾盘卖,恐慌期
2021-04-30,600007,中国国贸,K70房地产业,10.6895405,2021-05-06,11.42,6.66,1,没涨停→尾盘卖,恐慌期
2021-04-30,600613,神奇制药,C27医药制造业,4.72850532,2021-05-07,5.59,18.07,2,再涨停→次日早盘卖,恐慌期
2021-05-06,000717,中南股份,C31黑色金属冶炼和压延加工业,4.9502781,2021-05-07,4.96,0.03,1,没涨停→尾盘卖,妖股期
2021-05-06,002404,嘉欣丝绸,C18纺织服装、服饰业,5.77919485,2021-05-07,6.05,4.47,1,没涨停→尾盘卖,妖股期
2021-05-07,601918,新集能源,B06煤炭开采和洗选业,3.6940262,2021-05-11,4.05,9.36,2,再涨停→次日早盘卖,妖股期
2021-05-10,000737,北方铜业,C32有色金属冶炼和压延加工业,6.8793675,2021-05-11,7.0,1.54,1,没涨停→尾盘卖,妖股期
2021-05-10,000766,通化金马,C27医药制造业,4.71,2021-05-11,4.9,3.88,1,没涨停→尾盘卖,妖股期
2021-05-11,002577,雷柏科技,C39计算机、通信和其他电子设备制造业,11.32,2021-05-12,11.58,2.15,1,没涨停→尾盘卖,妖股期
2021-05-11,600645,中源协和,C27医药制造业,22.09,2021-05-12,22.59,2.11,1,没涨停→尾盘卖,妖股期
2021-05-11,600848,上海临港,K70房地产业,15.60709122,2021-05-12,16.15,3.35,1,没涨停→尾盘卖,妖股期
2021-05-12,002030,达安基因,C27医药制造业,17.26773005,2021-05-13,17.47,1.01,1,没涨停→尾盘卖,妖股期
2021-05-12,600812,华北制药,C27医药制造业,10.5747572,2021-05-13,10.66,0.77,1,再涨停→次日早盘卖,妖股期
2021-05-12,600227,赤天化,C26化学原料和化学制品制造业,3.55,2021-05-14,4.09,15.06,2,再涨停→次日早盘卖,妖股期
2021-05-13,002022,科华生物,C27医药制造业,17.7262536,2021-05-14,17.62,-0.73,1,没涨停→尾盘卖,平淡期
2021-05-14,002676,顺威股份,C29橡胶和塑料制品业,3.51993528,2021-05-17,3.42,-2.97,1,没涨停→尾盘卖,妖股期
2021-05-14,002869,金溢科技,C39计算机、通信和其他电子设备制造业,19.24409979,2021-05-18,21.48,11.45,2,再涨停→次日早盘卖,妖股期
2021-05-14,002922,伊戈尔,C38电气机械和器材制造业,8.3955384,2021-05-18,9.44,12.24,2,再涨停→次日早盘卖,妖股期
2021-05-17,600775,南京熊猫,C39计算机、通信和其他电子设备制造业,7.05785526,2021-05-19,7.64,8.15,2,再涨停→次日早盘卖,恐慌期
2021-05-18,600572,康恩贝,C27医药制造业,4.16447004,2021-05-19,4.02,-3.61,1,没涨停→尾盘卖,妖股期
2021-05-19,000839,国安股份,I65软件和信息技术服务业,2.37,2021-05-20,2.25,-5.21,1,没涨停→尾盘卖,妖股期
2021-05-19,600525,长园集团,C38电气机械和器材制造业,5.93,2021-05-20,5.78,-2.68,1,没涨停→尾盘卖,妖股期
2021-05-19,600327,大东方,Q84卫生,4.15348139,2021-05-21,5.03,20.89,2,再涨停→次日早盘卖,妖股期
2021-05-20,002802,洪汇新材,C26化学原料和化学制品制造业,13.8650072,2021-05-21,14.15,1.94,1,没涨停→尾盘卖,妖股期
2021-05-20,002227,*ST特迅,C38电气机械和器材制造业,14.85,2021-05-24,16.32,9.75,2,再涨停→次日早盘卖,妖股期
2021-05-21,002451,摩恩电气,C38电气机械和器材制造业,6.22243125,2021-05-24,6.16,-1.11,1,没涨停→尾盘卖,妖股期
2021-05-21,000815,美利云,C22造纸和纸制品业,5.28,2021-05-25,5.69,7.62,2,再涨停→次日早盘卖,妖股期
2021-05-24,002970,锐明技术,I65软件和信息技术服务业,39.4993725,2021-05-25,39.81,0.64,1,没涨停→尾盘卖,妖股期
2021-05-24,002386,天原股份,C26化学原料和化学制品制造业,5.62509008,2021-05-26,6.8,20.81,2,再涨停→次日早盘卖,妖股期
2021-05-25,000153,丰原药业,C27医药制造业,5.711904,2021-05-26,5.82,1.7,1,没涨停→尾盘卖,妖股期
2021-05-25,600080,ST金花,C27医药制造业,6.73324175,2021-05-26,6.6,-2.19,1,没涨停→尾盘卖,妖股期
2021-05-26,000046,*ST泛海,,2.97,2021-05-27,2.88,-3.18,1,没涨停→尾盘卖,妖股期
2021-05-26,002279,久其软件,I65软件和信息技术服务业,5.21,2021-05-27,5.07,-2.84,1,没涨停→尾盘卖,妖股期
2021-05-26,002838,道恩股份,C29橡胶和塑料制品业,19.2662428,2021-05-27,18.97,-1.67,1,没涨停→尾盘卖,妖股期
2021-05-27,002354,天娱数科,I64互联网和相关服务,4.1,2021-05-28,4.23,3.02,1,没涨停→尾盘卖,妖股期
2021-05-27,002409,雅克科技,C26化学原料和化学制品制造业,66.88452291,2021-05-28,64.9,-3.11,1,没涨停→尾盘卖,妖股期
2021-05-27,600055,万东医疗,C35专用设备制造业,14.66501084,2021-05-28,15.0,2.16,1,没涨停→尾盘卖,妖股期
2021-05-28,000635,英力特,C26化学原料和化学制品制造业,11.57878857,2021-05-31,11.41,-1.6,1,没涨停→尾盘卖,妖股期
2021-05-28,002502,ST鼎龙,,3.92,2021-06-01,4.7,19.75,2,再涨停→次日早盘卖,妖股期
2021-05-28,002723,小崧股份,C38电气机械和器材制造业,12.3411591,2021-06-01,13.43,8.67,2,再涨停→次日早盘卖,妖股期
2021-05-31,002411,必康退,,5.25,2021-06-01,5.49,4.42,1,没涨停→尾盘卖,妖股期
2021-06-01,002198,ST嘉应,C27医药制造业,7.22866144,2021-06-02,7.26,0.26,1,没涨停→尾盘卖,妖股期
2021-06-01,600771,广誉远,C27医药制造业,23.46,2021-06-02,22.7,-3.39,1,没涨停→尾盘卖,妖股期
2021-06-01,601515,衢州东峰,C27医药制造业,5.153328,2021-06-02,5.04,-2.37,1,没涨停→尾盘卖,妖股期
2021-06-02,002923,润都股份,C27医药制造业,11.8645527,2021-06-03,11.5,-3.22,1,没涨停→尾盘卖,妖股期
2021-06-03,600478,科力远,C38电气机械和器材制造业,4.29785873,2021-06-04,4.41,2.4,1,没涨停→尾盘卖,妖股期
2021-06-03,600604,市北高新,K70房地产业,6.21608832,2021-06-04,5.9,-5.28,1,没涨停→尾盘卖,妖股期
2021-06-03,600639,浦东金桥,K70房地产业,11.36588017,2021-06-04,11.35,-0.29,1,没涨停→尾盘卖,妖股期
2021-06-04,002077,大港股份,C39计算机、通信和其他电子设备制造业,7.57,2021-06-08,8.53,12.53,2,再涨停→次日早盘卖,平淡期
2021-06-04,002136,安纳达,C26化学原料和化学制品制造业,11.45449014,2021-06-08,13.86,20.84,2,再涨停→次日早盘卖,平淡期
2021-06-04,002169,智光电气,C38电气机械和器材制造业,8.96176336,2021-06-08,10.46,16.59,2,再涨停→次日早盘卖,平淡期
2021-06-08,000572,海马汽车,C36汽车制造业,6.42,2021-06-09,6.8,5.77,1,没涨停→尾盘卖,妖股期
2021-06-08,600410,华胜天成,I65软件和信息技术服务业,7.467375,2021-06-09,7.82,4.52,1,没涨停→尾盘卖,妖股期
2021-06-08,603803,瑞斯康达,C39计算机、通信和其他电子设备制造业,8.36799586,2021-06-09,8.46,0.9,1,没涨停→尾盘卖,妖股期
2021-06-09,002506,协鑫集成,C38电气机械和器材制造业,3.16,2021-06-10,3.3,4.28,1,没涨停→尾盘卖,妖股期
2021-06-09,002553,南方精工,C36汽车制造业,9.90397238,2021-06-10,10.28,3.66,1,没涨停→尾盘卖,妖股期
2021-06-09,002892,科力尔,C38电气机械和器材制造业,4.59089298,2021-06-11,5.55,20.85,2,再涨停→次日早盘卖,妖股期
2021-06-10,002681,奋达科技,C39计算机、通信和其他电子设备制造业,4.9,2021-06-11,4.7,-4.23,1,没涨停→尾盘卖,平淡期
2021-06-10,603185,弘元绿能,C38电气机械和器材制造业,78.40673242,2021-06-11,78.49,-0.12,1,再涨停→次日早盘卖,平淡期
2021-06-11,000818,航锦科技,C26化学原料和化学制品制造业,29.18687229,2021-06-15,28.68,-1.88,1,没涨停→尾盘卖,妖股期
2021-06-15,000422,湖北宜化,C26化学原料和化学制品制造业,6.910564,2021-06-16,6.84,-1.23,1,没涨停→尾盘卖,恐慌期
2021-06-16,002935,天奥电子,C39计算机、通信和其他电子设备制造业,11.1852327,2021-06-17,11.41,1.88,1,没涨停→尾盘卖,恐慌期
2021-06-16,600776,东方通信,C39计算机、通信和其他电子设备制造业,13.26611154,2021-06-17,13.52,1.76,1,没涨停→尾盘卖,恐慌期
2021-06-16,603063,禾望电气,C38电气机械和器材制造业,14.39530897,2021-06-17,14.2,-1.51,1,没涨停→尾盘卖,恐慌期
2021-06-18,002446,盛路通信,C39计算机、通信和其他电子设备制造业,6.89,2021-06-21,7.01,1.45,1,再涨停→次日早盘卖,平淡期
2021-06-18,600110,诺德股份,C39计算机、通信和其他电子设备制造业,10.9083308,2021-06-21,11.45,4.8,1,没涨停→尾盘卖,平淡期
2021-06-18,600619,海立股份,C34通用设备制造业,8.89026778,2021-06-21,9.2,3.35,1,没涨停→尾盘卖,平淡期
2021-06-21,002167,东方锆业,C32有色金属冶炼和压延加工业,6.64,2021-06-23,7.42,11.6,2,再涨停→次日早盘卖,妖股期
2021-06-21,600203,福日电子,C39计算机、通信和其他电子设备制造业,9.17280551,2021-06-23,11.1,20.85,2,再涨停→次日早盘卖,妖股期
2021-06-21,600375,汉马科技,C36汽车制造业,7.54610417,2021-06-23,9.12,20.77,2,再涨停→次日早盘卖,妖股期
2021-06-23,002384,东山精密,C39计算机、通信和其他电子设备制造业,19.00290375,2021-06-24,20.54,7.92,1,没涨停→尾盘卖,平淡期
2021-06-23,002600,领益智造,C39计算机、通信和其他电子设备制造业,8.80159006,2021-06-24,9.14,3.69,1,没涨停→尾盘卖,平淡期
2021-06-23,002938,鹏鼎控股,C39计算机、通信和其他电子设备制造业,30.36941828,2021-06-24,32.31,6.24,1,没涨停→尾盘卖,平淡期
2021-06-24,002047,宝鹰股份,E50建筑装饰、装修和其他建筑业,3.56,2021-06-25,3.64,2.1,1,没涨停→尾盘卖,平淡期
2021-06-24,002309,中利集团,C38电气机械和器材制造业,5.82,2021-06-25,5.66,-2.9,1,没涨停→尾盘卖,平淡期
2021-06-24,002482,广田集团,E50建筑装饰、装修和其他建筑业,2.82,2021-06-28,3.13,10.84,2,再涨停→次日早盘卖,平淡期
2021-06-25,002258,利尔化学,C26化学原料和化学制品制造业,16.64031798,2021-06-28,16.61,-0.31,1,没涨停→尾盘卖,平淡期
2021-06-25,603768,常青股份,C36汽车制造业,16.05217995,2021-06-28,15.58,-3.08,1,没涨停→尾盘卖,平淡期
2021-06-28,002124,天邦食品,A03畜牧业,7.28,2021-06-29,7.07,-3.03,1,没涨停→尾盘卖,平淡期
2021-06-28,002157,正邦科技,A03畜牧业,12.28,2021-06-29,12.16,-1.13,1,没涨停→尾盘卖,平淡期
2021-06-28,002519,银河电子,C39计算机、通信和其他电子设备制造业,4.45080974,2021-06-29,4.12,-7.49,1,没涨停→尾盘卖,平淡期
2021-06-29,002009,天奇股份,C35专用设备制造业,12.90466215,2021-06-30,11.97,-7.43,1,没涨停→尾盘卖,平淡期
2021-06-29,600329,达仁堂,C27医药制造业,21.43272713,2021-06-30,22.19,3.39,1,没涨停→尾盘卖,平淡期
2021-06-29,603379,三美股份,C26化学原料和化学制品制造业,17.41423992,2021-06-30,17.63,1.09,1,没涨停→尾盘卖,平淡期
2021-06-30,002445,中南文化,C33金属制品业,2.76,2021-07-01,2.66,-3.77,1,没涨停→尾盘卖,妖股期
2021-06-30,600481,双良节能,C34通用设备制造业,6.43388016,2021-07-01,5.85,-9.16,1,没涨停→尾盘卖,妖股期
2021-06-30,601608,中信重工,C35专用设备制造业,3.62983082,2021-07-01,3.69,1.45,1,没涨停→尾盘卖,妖股期
2021-07-01,002118,*ST紫鑫,,2.95,2021-07-02,2.89,-2.18,1,没涨停→尾盘卖,妖股期
2021-07-01,002796,世嘉科技,C39计算机、通信和其他电子设备制造业,11.89,2021-07-02,11.59,-2.67,1,没涨停→尾盘卖,妖股期
2021-07-01,600557,康缘药业,C27医药制造业,11.95291104,2021-07-02,11.46,-4.28,1,没涨停→尾盘卖,妖股期
2021-07-02,000633,合金投资,C32有色金属冶炼和压延加工业,6.96,2021-07-05,7.39,6.03,1,没涨停→尾盘卖,恐慌期
2021-07-02,600980,北矿科技,C35专用设备制造业,15.34563808,2021-07-05,15.95,3.78,1,没涨停→尾盘卖,恐慌期
2021-07-05,603155,新亚强,C26化学原料和化学制品制造业,14.99245904,2021-07-06,14.96,-0.35,1,没涨停→尾盘卖,妖股期
2021-07-05,603229,奥翔药业,C27医药制造业,12.0415652,2021-07-06,12.19,1.08,1,没涨停→尾盘卖,妖股期
2021-07-05,603039,泛微网络,I65软件和信息技术服务业,57.7035008,2021-07-07,65.98,14.2,2,再涨停→次日早盘卖,妖股期
2021-07-06,600409,三友化工,C26化学原料和化学制品制造业,9.84076318,2021-07-07,9.55,-3.09,1,没涨停→尾盘卖,平淡期
2021-07-06,600961,株冶集团,C32有色金属冶炼和压延加工业,6.67,2021-07-07,6.56,-1.8,1,没涨停→尾盘卖,平淡期
2021-07-07,002182,宝武镁业,C32有色金属冶炼和压延加工业,9.15749232,2021-07-08,9.21,0.38,1,没涨停→尾盘卖,平淡期
2021-07-07,002469,三维化学,C26化学原料和化学制品制造业,4.58306604,2021-07-08,4.43,-3.44,1,没涨停→尾盘卖,平淡期
2021-07-07,002538,ST司特,C26化学原料和化学制品制造业,6.55771203,2021-07-08,6.61,0.64,1,没涨停→尾盘卖,平淡期
2021-07-08,002025,航天电器,C39计算机、通信和其他电子设备制造业,53.97655604,2021-07-09,56.8,5.08,1,没涨停→尾盘卖,平淡期
2021-07-08,000551,创元科技,C35专用设备制造业,7.7204505,2021-07-12,9.35,20.9,2,再涨停→次日早盘卖,平淡期
2021-07-08,002539,云图控股,C26化学原料和化学制品制造业,9.2541384,2021-07-12,10.18,9.85,2,再涨停→次日早盘卖,平淡期
2021-07-09,000050,深天马A,C39计算机、通信和其他电子设备制造业,15.71422745,2021-07-12,15.56,-1.16,1,没涨停→尾盘卖,平淡期
2021-07-12,002109,ST兴化,C26化学原料和化学制品制造业,5.5684377,2021-07-13,5.44,-2.52,1,没涨停→尾盘卖,平淡期
2021-07-12,002184,海得控制,C38电气机械和器材制造业,12.45023304,2021-07-13,12.65,1.48,1,没涨停→尾盘卖,平淡期
2021-07-12,002212,天融信,I65软件和信息技术服务业,20.11491423,2021-07-13,20.95,3.99,1,没涨停→尾盘卖,平淡期
2021-07-13,600293,三峡新材,C30非金属矿物制品业,3.85,2021-07-14,4.02,4.27,1,没涨停→尾盘卖,平淡期
2021-07-14,000837,秦川机床,C34通用设备制造业,8.21537122,2021-07-15,7.93,-3.66,1,没涨停→尾盘卖,平淡期
2021-07-14,002031,巨轮智能,C35专用设备制造业,2.05,2021-07-15,1.97,-4.05,1,没涨停→尾盘卖,平淡期
2021-07-14,002653,海思科,C27医药制造业,22.14650928,2021-07-15,21.31,-3.91,1,没涨停→尾盘卖,平淡期
2021-07-15,000595,新能股份,C34通用设备制造业,3.21,2021-07-16,2.96,-7.94,1,没涨停→尾盘卖,恐慌期
2021-07-15,603279,景津装备,C34通用设备制造业,15.8471472,2021-07-16,16.32,2.82,1,没涨停→尾盘卖,恐慌期
2021-07-16,002643,万润股份,C26化学原料和化学制品制造业,16.33665612,2021-07-19,17.42,6.49,1,没涨停→尾盘卖,平淡期
2021-07-16,600378,昊华科技,C26化学原料和化学制品制造业,26.38748761,2021-07-19,25.41,-3.85,1,没涨停→尾盘卖,平淡期
2021-07-19,000510,新金路,C26化学原料和化学制品制造业,5.9,2021-07-20,5.64,-4.56,1,没涨停→尾盘卖,妖股期
2021-07-19,002088,鲁阳节能,C30非金属矿物制品业,13.99904646,2021-07-20,12.79,-8.77,1,没涨停→尾盘卖,妖股期
2021-07-19,000561,烽火电子,C39计算机、通信和其他电子设备制造业,7.22104926,2021-07-21,8.66,19.77,2,再涨停→次日早盘卖,妖股期
2021-07-20,002518,科士达,C38电气机械和器材制造业,20.66961744,2021-07-21,21.03,1.58,1,没涨停→尾盘卖,平淡期
2021-07-20,600477,杭萧钢构,C33金属制品业,3.89524146,2021-07-21,3.83,-1.81,1,没涨停→尾盘卖,平淡期
2021-07-21,002374,中锐股份,C33金属制品业,2.84,2021-07-22,2.81,-1.21,1,没涨停→尾盘卖,平淡期
2021-07-21,002897,意华股份,C38电气机械和器材制造业,19.87446042,2021-07-23,24.04,20.82,2,再涨停→次日早盘卖,平淡期
2021-07-21,600114,东睦股份,C33金属制品业,9.2552474,2021-07-23,10.28,10.87,2,再涨停→次日早盘卖,平淡期
2021-07-22,002092,中泰化学,C26化学原料和化学制品制造业,12.0689429,2021-07-23,12.28,1.62,1,没涨停→尾盘卖,平淡期
2021-07-23,002002,ST鸿达,,4.94,2021-07-26,4.89,-1.16,1,没涨停→尾盘卖,平淡期
2021-07-23,002170,芭田股份,C26化学原料和化学制品制造业,4.23872425,2021-07-27,4.77,12.48,2,再涨停→次日早盘卖,平淡期
2021-07-23,002503,*ST搜特,,1.56,2021-07-27,1.73,10.75,2,再涨停→次日早盘卖,平淡期
2021-07-26,002436,兴森科技,C39计算机、通信和其他电子设备制造业,13.35303248,2021-07-27,13.63,1.9,1,没涨停→尾盘卖,恐慌期
2021-07-27,002463,沪电股份,C39计算机、通信和其他电子设备制造业,12.43836352,2021-07-28,12.21,-1.98,1,没涨停→尾盘卖,恐慌期
2021-07-28,002932,*ST明德,C27医药制造业,24.52041312,2021-07-29,24.8,0.99,1,没涨停→尾盘卖,恐慌期
2021-07-28,603976,正川股份,C27医药制造业,31.46860792,2021-07-29,31.85,1.07,1,没涨停→尾盘卖,恐慌期
2021-07-29,002296,辉煌科技,C38电气机械和器材制造业,6.98079928,2021-07-30,7.07,0.95,1,再涨停→次日早盘卖,平淡期
2021-07-29,600135,乐凯胶片,C26化学原料和化学制品制造业,6.8542668,2021-07-30,7.18,4.63,1,没涨停→尾盘卖,平淡期
2021-07-29,603236,移远通信,C39计算机、通信和其他电子设备制造业,52.00108967,2021-07-30,54.33,4.33,1,没涨停→尾盘卖,平淡期
2021-07-30,002735,王子新材,C29橡胶和塑料制品业,12.36370888,2021-08-02,12.42,0.31,1,没涨停→尾盘卖,平淡期
2021-07-30,600157,永泰能源,D44电力、热力生产和供应业,1.62962044,2021-08-02,1.65,1.07,1,没涨停→尾盘卖,平淡期
2021-07-30,601016,节能风电,D44电力、热力生产和供应业,3.36261354,2021-08-02,3.51,4.16,1,没涨停→尾盘卖,平淡期
2021-08-02,000540,*ST中天,,2.39,2021-08-03,2.34,-2.24,1,没涨停→尾盘卖,平淡期
2021-08-02,000584,工智退,,6.39,2021-08-03,6.52,1.88,1,没涨停→尾盘卖,平淡期
2021-08-02,000672,上峰材料,C30非金属矿物制品业,11.27179495,2021-08-03,11.36,0.61,1,没涨停→尾盘卖,平淡期
2021-08-03,002896,中大力德,C34通用设备制造业,13.24051575,2021-08-04,12.96,-2.28,1,没涨停→尾盘卖,恐慌期
2021-08-03,603387,基蛋生物,C27医药制造业,13.664937,2021-08-04,14.45,5.63,1,没涨停→尾盘卖,恐慌期
2021-08-03,603658,安图生物,C27医药制造业,61.5661497,2021-08-04,59.88,-2.89,1,没涨停→尾盘卖,恐慌期
2021-08-04,003021,兆威机电,C38电气机械和器材制造业,51.5143838,2021-08-05,52.42,1.61,1,没涨停→尾盘卖,平淡期
2021-08-04,603081,大丰实业,C35专用设备制造业,11.5618932,2021-08-05,11.95,3.23,1,没涨停→尾盘卖,平淡期
2021-08-05,002036,联创电子,C39计算机、通信和其他电子设备制造业,20.24809956,2021-08-06,20.32,0.2,1,没涨停→尾盘卖,平淡期
2021-08-05,002429,兆驰股份,C39计算机、通信和其他电子设备制造业,6.21889456,2021-08-06,5.9,-5.25,1,没涨停→尾盘卖,平淡期
2021-08-05,002730,电光科技,C35专用设备制造业,11.04978556,2021-08-06,11.18,1.05,1,没涨停→尾盘卖,平淡期
2021-08-06,000751,锌业股份,C32有色金属冶炼和压延加工业,3.7930752,2021-08-09,3.81,0.37,1,没涨停→尾盘卖,平淡期
2021-08-06,000970,中科三环,C39计算机、通信和其他电子设备制造业,11.0566998,2021-08-09,10.86,-1.93,1,没涨停→尾盘卖,平淡期
2021-08-06,002510,天汽模,C36汽车制造业,4.30453644,2021-08-09,4.5,4.44,1,没涨停→尾盘卖,平淡期
2021-08-09,002026,山东威达,C38电气机械和器材制造业,14.04398065,2021-08-10,14.22,1.07,1,没涨停→尾盘卖,妖股期
2021-08-09,002274,华昌化工,C26化学原料和化学制品制造业,9.73744695,2021-08-10,10.28,5.39,1,没涨停→尾盘卖,妖股期
2021-08-09,002515,金字火腿,C13农副食品加工业,5.05870024,2021-08-10,5.11,0.82,1,没涨停→尾盘卖,妖股期
2021-08-10,000576,甘化科工,C39计算机、通信和其他电子设备制造业,11.54,2021-08-11,11.93,3.23,1,没涨停→尾盘卖,平淡期
2021-08-10,600552,凯盛科技,C39计算机、通信和其他电子设备制造业,9.8823368,2021-08-11,8.97,-9.38,1,没涨停→尾盘卖,平淡期
2021-08-10,603779,威龙股份,C15酒、饮料和精制茶制造业,11.11477416,2021-08-11,11.49,3.26,1,没涨停→尾盘卖,平淡期
2021-08-11,002363,隆基机械,C36汽车制造业,4.96867764,2021-08-12,4.83,-2.89,1,没涨停→尾盘卖,平淡期
2021-08-11,002480,新筑股份,C34通用设备制造业,5.09,2021-08-12,4.91,-3.69,1,没涨停→尾盘卖,平淡期
2021-08-11,002498,汉缆股份,C38电气机械和器材制造业,4.04636975,2021-08-12,4.13,1.97,1,没涨停→尾盘卖,平淡期
2021-08-12,000868,安凯客车,C36汽车制造业,4.76,2021-08-13,4.55,-4.56,1,没涨停→尾盘卖,平淡期
2021-08-12,002350,北京科锐,C38电气机械和器材制造业,6.73702442,2021-08-13,6.65,-1.48,1,没涨停→尾盘卖,平淡期
2021-08-12,002637,赞宇科技,C26化学原料和化学制品制造业,17.4808158,2021-08-13,17.64,0.77,1,没涨停→尾盘卖,平淡期
2021-08-13,002545,东方铁塔,C26化学原料和化学制品制造业,8.15861382,2021-08-16,7.75,-5.12,1,没涨停→尾盘卖,平淡期
2021-08-13,603926,铁流股份,C36汽车制造业,12.326248,2021-08-16,11.09,-10.15,1,没涨停→尾盘卖,平淡期
2021-08-16,002610,ST爱康,,2.57,2021-08-17,2.43,-5.6,1,没涨停→尾盘卖,妖股期
2021-08-16,600130,波导股份,C39计算机、通信和其他电子设备制造业,4.15,2021-08-17,4.28,2.98,1,没涨停→尾盘卖,妖股期
2021-08-16,002986,宇新股份,C26化学原料和化学制品制造业,17.44929802,2021-08-18,20.19,15.57,2,再涨停→次日早盘卖,妖股期
2021-08-17,603227,雪峰科技,C26化学原料和化学制品制造业,5.73091945,2021-08-18,5.66,-1.41,1,没涨停→尾盘卖,恐慌期
2021-08-18,000922,佳电股份,C38电气机械和器材制造业,6.28836312,2021-08-19,5.89,-6.46,1,没涨停→尾盘卖,平淡期
2021-08-18,002437,誉衡药业,C27医药制造业,2.75,2021-08-19,2.76,0.21,1,没涨停→尾盘卖,平淡期
2021-08-18,000836,ST富通,,2.51,2021-08-20,2.61,3.83,2,再涨停→次日早盘卖,平淡期
2021-08-19,002397,梦洁股份,C17纺织业,4.73,2021-08-20,4.64,-2.05,1,没涨停→尾盘卖,平淡期
2021-08-19,002987,京北方,I65软件和信息技术服务业,5.9639,2021-08-20,5.81,-2.79,1,没涨停→尾盘卖,平淡期
2021-08-20,600075,新疆天业,C26化学原料和化学制品制造业,8.2097676,2021-08-23,8.41,2.3,1,没涨停→尾盘卖,平淡期
2021-08-20,600320,振华重工,C34通用设备制造业,3.5944656,2021-08-23,3.64,1.17,1,没涨停→尾盘卖,平淡期
2021-08-20,002248,华东数控,C34通用设备制造业,7.37,2021-08-24,8.92,20.88,2,再涨停→次日早盘卖,平淡期
2021-08-23,000037,深南电A,D44电力、热力生产和供应业,7.82728995,2021-08-24,7.9,0.74,1,没涨停→尾盘卖,妖股期
2021-08-23,002114,罗平锌电,C32有色金属冶炼和压延加工业,8.45,2021-08-24,8.47,0.09,1,没涨停→尾盘卖,妖股期
2021-08-24,000878,云南铜业,C32有色金属冶炼和压延加工业,13.33283511,2021-08-25,14.16,6.02,1,没涨停→尾盘卖,妖股期
2021-08-24,002272,川润股份,C34通用设备制造业,6.65757858,2021-08-25,6.04,-9.4,1,没涨停→尾盘卖,妖股期
2021-08-24,600333,长春燃气,D45燃气生产和供应业,5.59,2021-08-25,5.52,-1.4,1,没涨停→尾盘卖,妖股期
2021-08-25,600072,中船科技,E48土木工程建筑业,12.91421122,2021-08-26,12.94,0.08,1,没涨停→尾盘卖,妖股期
2021-08-25,603398,*ST沐邦,C38电气机械和器材制造业,10.1,2021-08-26,10.23,1.14,1,没涨停→尾盘卖,妖股期
2021-08-27,000635,英力特,C26化学原料和化学制品制造业,14.72,2021-08-30,14.57,-1.17,1,没涨停→尾盘卖,平淡期
2021-08-27,002057,中钢天源,C26化学原料和化学制品制造业,8.46433896,2021-08-30,8.47,-0.04,1,没涨停→尾盘卖,平淡期
2021-08-27,600960,渤海汽车,C36汽车制造业,4.41,2021-08-30,4.29,-2.87,1,没涨停→尾盘卖,平淡期
2021-08-30,002073,软控股份,C35专用设备制造业,5.7892208,2021-08-31,5.7,-1.64,1,没涨停→尾盘卖,平淡期
2021-08-30,002171,楚江新材,C32有色金属冶炼和压延加工业,12.21159646,2021-08-31,12.8,4.64,1,没涨停→尾盘卖,平淡期
