信号日,代码,名称,板块,买入价,卖出日,卖出价,收益%,持有交易日,卖出方式,当时周期
2025-03-19,601619,嘉泽新能,D44电力、热力生产和供应业,3.6751253,2025-03-20,3.84,4.27,1,没涨停→尾盘卖,妖股期
2025-03-20,002863,今飞凯达,C36汽车制造业,5.53445783,2025-03-21,5.45,-1.59,1,没涨停→尾盘卖,妖股期
2025-03-20,600550,保变电气,C38电气机械和器材制造业,8.55,2025-03-21,8.2,-4.24,1,没涨停→尾盘卖,妖股期
2025-03-20,600320,振华重工,C34通用设备制造业,4.3465386,2025-03-24,5.26,20.88,2,再涨停→次日早盘卖,妖股期
2025-03-21,003007,直真科技,I65软件和信息技术服务业,38.78157468,2025-03-24,37.34,-3.88,1,没涨停→尾盘卖,妖股期
2025-03-21,601608,中信重工,C35专用设备制造业,5.19236166,2025-03-25,5.41,4.03,2,再涨停→次日早盘卖,妖股期
2025-03-24,000422,湖北宜化,C26化学原料和化学制品制造业,14.23282608,2025-03-25,15.09,5.89,1,没涨停→尾盘卖,妖股期
2025-03-24,000888,峨眉山A,N78公共设施管理业,14.46577405,2025-03-25,15.09,4.17,1,没涨停→尾盘卖,妖股期
2025-03-25,000822,山东海化,C26化学原料和化学制品制造业,6.45,2025-03-26,6.57,1.71,1,没涨停→尾盘卖,妖股期
2025-03-25,600727,鲁北化工,C26化学原料和化学制品制造业,8.69672983,2025-03-26,8.95,2.8,1,没涨停→尾盘卖,妖股期
2025-03-25,600468,百利电气,C38电气机械和器材制造业,4.83108985,2025-03-27,5.33,10.16,2,再涨停→次日早盘卖,妖股期
2025-03-26,002248,华东数控,C34通用设备制造业,9.53,2025-03-27,9.39,-1.62,1,没涨停→尾盘卖,妖股期
2025-03-26,002363,隆基机械,C36汽车制造业,8.34756112,2025-03-27,7.95,-4.97,1,没涨停→尾盘卖,妖股期
2025-03-27,000859,国风新材,C29橡胶和塑料制品业,5.69,2025-03-28,5.51,-3.31,1,没涨停→尾盘卖,恐慌期
2025-03-27,002584,西陇科学,C26化学原料和化学制品制造业,8.34,2025-03-28,8.12,-2.79,1,没涨停→尾盘卖,恐慌期
2025-03-27,000953,中哲精化,C27医药制造业,5.6,2025-03-31,6.16,9.85,2,再涨停→次日早盘卖,恐慌期
2025-04-01,000862,银星能源,D44电力、热力生产和供应业,5.32,2025-04-02,5.29,-0.71,1,没涨停→尾盘卖,平淡期
2025-04-01,002437,誉衡药业,C27医药制造业,2.67,2025-04-02,2.62,-2.02,1,没涨停→尾盘卖,平淡期
2025-04-01,600101,明星电力,D44电力、热力生产和供应业,11.731716,2025-04-02,11.51,-2.07,1,没涨停→尾盘卖,平淡期
2025-04-02,000559,万向钱潮,C36汽车制造业,7.1980112,2025-04-03,7.46,3.47,1,没涨停→尾盘卖,平淡期
2025-04-03,000599,青岛双星,C29橡胶和塑料制品业,4.8,2025-04-07,4.74,-1.4,1,没涨停→尾盘卖,妖股期
2025-04-03,002094,青岛金王,C26化学原料和化学制品制造业,5.86,2025-04-07,5.62,-4.25,1,没涨停→尾盘卖,妖股期
2025-04-03,600032,浙江新能,D44电力、热力生产和供应业,8.4154505,2025-04-07,8.84,4.91,1,没涨停→尾盘卖,妖股期
2025-04-07,002880,卫光生物,C27医药制造业,30.06647613,2025-04-08,32.52,8.01,1,没涨停→尾盘卖,恐慌期
2025-04-07,000713,国投丰乐,A05农、林、牧、渔专业及辅助性活动,8.00206674,2025-04-09,9.22,15.09,2,再涨停→次日早盘卖,恐慌期
2025-04-07,600354,敦煌种业,A05农、林、牧、渔专业及辅助性活动,6.35,2025-04-09,7.15,12.45,2,再涨停→次日早盘卖,恐慌期
2025-04-08,000639,ST西王,C13农副食品加工业,2.76,2025-04-09,2.69,-2.69,1,没涨停→尾盘卖,妖股期
2025-04-09,000582,北部湾港,G55水上运输业,9.08944448,2025-04-10,9.33,2.54,1,没涨停→尾盘卖,妖股期
2025-04-09,002374,中锐股份,C33金属制品业,2.39,2025-04-10,2.35,-1.82,1,没涨停→尾盘卖,妖股期
2025-04-09,002685,华东重机,C34通用设备制造业,5.53,2025-04-10,5.72,3.29,1,没涨停→尾盘卖,妖股期
2025-04-10,000736,中交发展,K70房地产业,5.38,2025-04-11,5.21,-3.31,1,没涨停→尾盘卖,妖股期
2025-04-10,002353,杰瑞股份,C35专用设备制造业,30.7684762,2025-04-11,30.16,-2.14,1,没涨停→尾盘卖,妖股期
2025-04-10,001234,泰慕士,C18纺织服装、服饰业,16.9925308,2025-04-14,20.57,20.88,2,再涨停→次日早盘卖,妖股期
2025-04-11,002077,大港股份,C39计算机、通信和其他电子设备制造业,14.43,2025-04-14,14.76,2.14,1,没涨停→尾盘卖,妖股期
2025-04-11,000670,盈方微,F51批发业,6.22,2025-04-15,7.09,13.84,2,再涨停→次日早盘卖,妖股期
2025-04-14,000031,大悦城,K70房地产业,2.82,2025-04-15,2.67,-5.47,1,没涨停→尾盘卖,妖股期
2025-04-14,002155,湖南黄金,B09有色金属矿采选业,18.908,2025-04-15,19.14,1.07,1,没涨停→尾盘卖,妖股期
2025-04-15,000600,建投能源,D44电力、热力生产和供应业,6.25385136,2025-04-16,6.35,1.37,1,没涨停→尾盘卖,妖股期
2025-04-15,000899,赣能股份,D44电力、热力生产和供应业,9.723,2025-04-16,9.72,-0.25,1,再涨停→次日早盘卖,妖股期
2025-04-15,002562,兄弟科技,C27医药制造业,4.19607776,2025-04-16,3.94,-6.22,1,没涨停→尾盘卖,妖股期
2025-04-16,000931,中关村,C27医药制造业,5.06461108,2025-04-17,5.17,2.01,1,没涨停→尾盘卖,妖股期
2025-04-16,002909,集泰股份,C26化学原料和化学制品制造业,5.96516503,2025-04-17,5.76,-3.61,1,再涨停→次日早盘卖,妖股期
2025-04-16,002820,桂发祥,C14食品制造业,11.9182449,2025-04-18,12.98,8.79,2,再涨停→次日早盘卖,妖股期
2025-04-17,600594,益佰制药,C27医药制造业,3.63,2025-04-18,3.57,-1.8,1,没涨停→尾盘卖,妖股期
2025-04-17,000514,渝开发,K70房地产业,4.07888747,2025-04-21,4.39,7.43,2,再涨停→次日早盘卖,妖股期
2025-04-18,000402,金融街,K70房地产业,3.04,2025-04-21,2.96,-2.78,1,没涨停→尾盘卖,妖股期
2025-04-18,000560,我爱我家,K70房地产业,3.576,2025-04-21,3.56,-0.71,1,没涨停→尾盘卖,妖股期
2025-04-21,002235,安妮股份,C22造纸和纸制品业,5.35,2025-04-22,5.4,0.78,1,没涨停→尾盘卖,妖股期
2025-04-21,003006,百亚股份,C22造纸和纸制品业,28.36066527,2025-04-22,29.36,3.36,1,没涨停→尾盘卖,妖股期
2025-04-21,002565,顺灏股份,C22造纸和纸制品业,3.321,2025-04-23,3.81,14.6,2,再涨停→次日早盘卖,妖股期
2025-04-22,000957,中通客车,C36汽车制造业,11.222,2025-04-23,11.26,0.21,1,没涨停→尾盘卖,妖股期
2025-04-22,002317,众生药业,C27医药制造业,11.54941088,2025-04-23,11.21,-3.11,1,没涨停→尾盘卖,妖股期
2025-04-23,002983,芯瑞达,C39计算机、通信和其他电子设备制造业,17.9646991,2025-04-24,17.31,-3.77,1,没涨停→尾盘卖,妖股期
2025-04-23,603897,长城科技,C38电气机械和器材制造业,22.41660582,2025-04-24,21.88,-2.54,1,没涨停→尾盘卖,妖股期
2025-04-23,002469,三维化学,C26化学原料和化学制品制造业,8.38872628,2025-04-25,8.84,5.17,2,再涨停→次日早盘卖,妖股期
2025-04-24,000881,中广核技,C26化学原料和化学制品制造业,7.32,2025-04-25,7.37,0.53,1,没涨停→尾盘卖,妖股期
2025-04-24,002821,凯莱英,C27医药制造业,72.19744491,2025-04-25,72.88,0.8,1,没涨停→尾盘卖,妖股期
2025-04-25,000055,方大集团,C33金属制品业,4.25756885,2025-04-28,4.08,-4.33,1,没涨停→尾盘卖,妖股期
2025-04-25,000966,长源电力,D44电力、热力生产和供应业,5.538,2025-04-28,5.87,5.81,1,没涨停→尾盘卖,妖股期
2025-04-25,000565,渝三峡A,C26化学原料和化学制品制造业,5.64,2025-04-29,6.83,20.95,2,再涨停→次日早盘卖,妖股期
2025-04-28,000993,闽东电力,D44电力、热力生产和供应业,11.73911835,2025-04-29,10.69,-9.1,1,没涨停→尾盘卖,恐慌期
2025-04-28,600116,三峡水利,D44电力、热力生产和供应业,7.42848628,2025-04-29,6.98,-6.19,1,没涨停→尾盘卖,恐慌期
2025-04-29,000698,ST沈化,C26化学原料和化学制品制造业,3.75,2025-04-30,3.61,-3.88,1,没涨停→尾盘卖,恐慌期
2025-04-29,002440,闰土股份,C26化学原料和化学制品制造业,7.017,2025-04-30,6.62,-5.85,1,没涨停→尾盘卖,恐慌期
2025-04-29,002587,奥拓电子,C39计算机、通信和其他电子设备制造业,5.61200157,2025-04-30,5.63,0.2,1,没涨停→尾盘卖,恐慌期
2025-04-30,002491,通鼎互联,C38电气机械和器材制造业,4.61,2025-05-06,4.94,7.01,1,没涨停→尾盘卖,妖股期
2025-04-30,002901,大博医疗,C35专用设备制造业,36.0234336,2025-05-06,37.89,5.1,1,再涨停→次日早盘卖,妖股期
2025-04-30,600463,空港股份,E48土木工程建筑业,9.34,2025-05-06,9.5,1.56,1,没涨停→尾盘卖,妖股期
2025-05-06,001896,豫能控股,D44电力、热力生产和供应业,4.63,2025-05-07,4.56,-1.66,1,没涨停→尾盘卖,妖股期
2025-05-06,002106,莱宝高科,C39计算机、通信和其他电子设备制造业,10.24053634,2025-05-07,10.8,5.32,1,没涨停→尾盘卖,妖股期
2025-05-06,002462,嘉事堂,F51批发业,12.845,2025-05-08,14.71,14.41,2,再涨停→次日早盘卖,妖股期
2025-05-07,000545,金浦钛业,C26化学原料和化学制品制造业,2.35,2025-05-08,2.43,3.25,1,没涨停→尾盘卖,妖股期
2025-05-07,001696,宗申动力,C34通用设备制造业,23.47982884,2025-05-08,24.3,3.36,1,没涨停→尾盘卖,妖股期
2025-05-08,002130,沃尔核材,C39计算机、通信和其他电子设备制造业,20.911,2025-05-09,19.9,-4.98,1,没涨停→尾盘卖,妖股期
2025-05-08,002158,汉钟精机,C34通用设备制造业,18.1357803,2025-05-09,18.45,1.58,1,没涨停→尾盘卖,妖股期
2025-05-08,002519,银河电子,C39计算机、通信和其他电子设备制造业,4.93,2025-05-09,4.77,-3.4,1,没涨停→尾盘卖,妖股期
2025-05-09,000576,甘化科工,C39计算机、通信和其他电子设备制造业,8.67,2025-05-12,8.9,2.5,1,没涨停→尾盘卖,平淡期
2025-05-09,605055,迎丰股份,C17纺织业,6.26595775,2025-05-13,7.59,20.95,2,再涨停→次日早盘卖,平淡期
2025-05-12,002413,雷科防务,C39计算机、通信和其他电子设备制造业,5.38,2025-05-13,5.27,-2.19,1,没涨停→尾盘卖,平淡期
2025-05-12,002551,尚荣医疗,C35专用设备制造业,3.62052207,2025-05-14,4.38,20.79,2,再涨停→次日早盘卖,平淡期
2025-05-13,002506,协鑫集成,C38电气机械和器材制造业,2.43,2025-05-14,2.38,-2.21,1,没涨停→尾盘卖,妖股期
2025-05-13,600500,中化国际,C26化学原料和化学制品制造业,4.08,2025-05-14,4.03,-1.38,1,没涨停→尾盘卖,妖股期
2025-05-14,000712,锦龙股份,J67资本市场服务,13.79,2025-05-15,13.36,-3.27,1,没涨停→尾盘卖,妖股期
2025-05-14,002136,安纳达,C26化学原料和化学制品制造业,10.33,2025-05-15,10.05,-2.86,1,没涨停→尾盘卖,妖股期
2025-05-14,601236,红塔证券,J67资本市场服务,8.1159996,2025-05-15,8.15,0.21,1,没涨停→尾盘卖,妖股期
2025-05-15,600223,福瑞达,C26化学原料和化学制品制造业,7.96375237,2025-05-16,8.27,3.67,1,没涨停→尾盘卖,妖股期
2025-05-16,002284,亚太股份,C36汽车制造业,12.45112131,2025-05-19,13.08,4.92,1,没涨停→尾盘卖,妖股期
2025-05-16,603337,杰克科技,C35专用设备制造业,41.1682422,2025-05-19,40.18,-2.55,1,没涨停→尾盘卖,妖股期
2025-05-19,000088,盐田港,G55水上运输业,5.045,2025-05-20,4.74,-6.29,1,没涨停→尾盘卖,妖股期
2025-05-19,600082,ST海泰,F51批发业,3.66,2025-05-20,3.52,-3.98,1,没涨停→尾盘卖,妖股期
2025-05-19,002431,ST棕榈,E48土木工程建筑业,2.18,2025-05-21,2.59,18.66,2,再涨停→次日早盘卖,妖股期
2025-05-20,002161,远望谷,C39计算机、通信和其他电子设备制造业,5.942,2025-05-21,5.74,-3.52,1,没涨停→尾盘卖,妖股期
2025-05-20,002456,欧菲光,C39计算机、通信和其他电子设备制造业,13.35,2025-05-21,12.85,-3.9,1,没涨停→尾盘卖,妖股期
2025-05-21,002617,露笑科技,C38电气机械和器材制造业,8.23,2025-05-22,8.02,-2.7,1,没涨停→尾盘卖,妖股期
2025-05-21,002761,浙江建投,E48土木工程建筑业,9.61624356,2025-05-22,9.48,-1.59,1,没涨停→尾盘卖,妖股期
2025-05-21,600379,宝光股份,C38电气机械和器材制造业,10.74802085,2025-05-23,12.74,18.38,2,再涨停→次日早盘卖,妖股期
2025-05-22,002045,国光电器,C39计算机、通信和其他电子设备制造业,16.155,2025-05-23,15.91,-1.64,1,没涨停→尾盘卖,平淡期
2025-05-22,000561,烽火电子,C39计算机、通信和其他电子设备制造业,8.7,2025-05-26,9.6,10.19,2,再涨停→次日早盘卖,平淡期
2025-05-23,002886,沃特股份,C29橡胶和塑料制品业,20.23837269,2025-05-26,20.6,1.62,1,没涨停→尾盘卖,平淡期
2025-05-23,603009,北特科技,C36汽车制造业,47.0640027,2025-05-26,46.39,-1.59,1,没涨停→尾盘卖,平淡期
2025-05-26,000045,深纺织A,C39计算机、通信和其他电子设备制造业,11.011,2025-05-27,10.9,-1.33,1,再涨停→次日早盘卖,妖股期
2025-05-26,000777,中核科技,C34通用设备制造业,19.593,2025-05-27,20.12,2.56,1,没涨停→尾盘卖,妖股期
2025-05-26,002215,诺普信,C26化学原料和化学制品制造业,10.51548445,2025-05-28,12.01,14.03,2,再涨停→次日早盘卖,妖股期
2025-05-27,002258,利尔化学,C26化学原料和化学制品制造业,11.20132195,2025-05-28,11.7,4.34,1,没涨停→尾盘卖,妖股期
2025-05-27,600189,泉阳泉,C15酒、饮料和精制茶制造业,8.04,2025-05-28,8.04,-0.15,1,没涨停→尾盘卖,妖股期
2025-05-28,002550,千红制药,C27医药制造业,6.805,2025-05-29,7.03,3.19,1,没涨停→尾盘卖,妖股期
2025-05-28,000826,*ST启环,N78公共设施管理业,2.07,2025-05-30,2.51,21.11,2,再涨停→次日早盘卖,妖股期
2025-05-29,000037,深南电A,D44电力、热力生产和供应业,9.43263222,2025-05-30,9.26,-1.95,1,没涨停→尾盘卖,妖股期
2025-05-29,001208,华菱线缆,C38电气机械和器材制造业,11.503,2025-05-30,10.65,-7.52,1,没涨停→尾盘卖,妖股期
2025-05-30,002082,ST万邦,C27医药制造业,6.26,2025-06-04,7.57,20.78,2,再涨停→次日早盘卖,平淡期
2025-06-03,002644,佛慈制药,C27医药制造业,9.22295074,2025-06-04,9.34,1.15,1,没涨停→尾盘卖,妖股期
2025-06-03,000989,九芝堂,C27医药制造业,9.053,2025-06-05,9.98,10.12,2,再涨停→次日早盘卖,妖股期
2025-06-04,002275,桂林三金,C27医药制造业,15.57293724,2025-06-05,15.21,-2.5,1,没涨停→尾盘卖,妖股期
2025-06-04,002615,哈尔斯,C33金属制品业,8.01,2025-06-05,7.7,-4.02,1,没涨停→尾盘卖,妖股期
2025-06-05,000530,冰山冷热,C34通用设备制造业,5.93486776,2025-06-06,6.05,1.84,1,没涨停→尾盘卖,妖股期
2025-06-05,001309,德明利,C39计算机、通信和其他电子设备制造业,87.46034044,2025-06-06,84.89,-3.09,1,没涨停→尾盘卖,妖股期
2025-06-05,002090,金智科技,C38电气机械和器材制造业,10.46,2025-06-06,9.79,-6.56,1,没涨停→尾盘卖,妖股期
2025-06-06,002213,大为股份,C39计算机、通信和其他电子设备制造业,16.49,2025-06-09,16.05,-2.82,1,没涨停→尾盘卖,妖股期
2025-06-06,600151,航天机电,C38电气机械和器材制造业,7.22,2025-06-09,7.36,1.65,1,再涨停→次日早盘卖,妖股期
2025-06-06,003040,楚天龙,C39计算机、通信和其他电子设备制造业,15.56822152,2025-06-10,17.93,15.0,2,再涨停→次日早盘卖,妖股期
2025-06-09,002017,东信和平,C39计算机、通信和其他电子设备制造业,11.691,2025-06-10,11.38,-2.8,1,没涨停→尾盘卖,妖股期
2025-06-09,002038,双鹭药业,C27医药制造业,7.7052474,2025-06-10,7.57,-1.96,1,没涨停→尾盘卖,妖股期
2025-06-11,002426,胜利精密,C39计算机、通信和其他电子设备制造业,2.98,2025-06-12,2.94,-1.49,1,没涨停→尾盘卖,妖股期
2025-06-11,002759,ST天际,C26化学原料和化学制品制造业,8.49,2025-06-12,8.22,-3.33,1,没涨停→尾盘卖,妖股期
2025-06-11,600557,康缘药业,C27医药制造业,16.32,2025-06-12,17.24,5.49,1,没涨停→尾盘卖,妖股期
2025-06-12,002449,国星光电,C39计算机、通信和其他电子设备制造业,9.86000405,2025-06-13,10.06,1.88,1,没涨停→尾盘卖,妖股期
2025-06-12,002902,铭普光磁,C39计算机、通信和其他电子设备制造业,20.69,2025-06-13,19.93,-3.82,1,没涨停→尾盘卖,妖股期
2025-06-12,603239,浙江仙通,C36汽车制造业,15.92707809,2025-06-13,15.22,-4.6,1,没涨停→尾盘卖,妖股期
2025-06-13,002109,ST兴化,C26化学原料和化学制品制造业,3.76,2025-06-16,4.07,8.09,1,没涨停→尾盘卖,平淡期
2025-06-13,002319,乐通股份,C26化学原料和化学制品制造业,11.51,2025-06-16,11.44,-0.76,1,没涨停→尾盘卖,平淡期
2025-06-13,600714,金瑞矿业,C26化学原料和化学制品制造业,11.97132969,2025-06-17,12.51,4.34,2,再涨停→次日早盘卖,平淡期
2025-06-16,000590,古汉医药,C27医药制造业,10.19,2025-06-17,10.22,0.05,1,再涨停→次日早盘卖,妖股期
2025-06-16,000766,通化金马,C27医药制造业,27.61,2025-06-17,26.32,-4.82,1,没涨停→尾盘卖,妖股期
2025-06-17,000525,红太阳,C26化学原料和化学制品制造业,9.03,2025-06-18,8.49,-6.13,1,没涨停→尾盘卖,妖股期
2025-06-17,002855,捷荣技术,C39计算机、通信和其他电子设备制造业,18.43,2025-06-18,19.06,3.27,1,没涨停→尾盘卖,妖股期
2025-06-17,000020,深华发A,C39计算机、通信和其他电子设备制造业,13.78,2025-06-19,15.92,15.38,2,再涨停→次日早盘卖,妖股期
2025-06-18,002150,正泰电源,C38电气机械和器材制造业,11.715173,2025-06-19,12.01,2.4,1,没涨停→尾盘卖,平淡期
2025-06-18,002579,中京电子,C39计算机、通信和其他电子设备制造业,9.01,2025-06-20,10.9,20.83,2,再涨停→次日早盘卖,平淡期
2025-06-19,002476,新叶股份,C26化学原料和化学制品制造业,5.23,2025-06-20,5.4,3.1,1,没涨停→尾盘卖,平淡期
2025-06-19,002125,湘潭电化,C26化学原料和化学制品制造业,11.055,2025-06-23,13.38,20.84,2,再涨停→次日早盘卖,平淡期
2025-06-20,603155,新亚强,C26化学原料和化学制品制造业,9.68943455,2025-06-24,11.72,20.84,2,再涨停→次日早盘卖,平淡期
2025-06-20,603948,建业股份,C26化学原料和化学制品制造业,18.86380028,2025-06-24,22.83,20.86,2,再涨停→次日早盘卖,平淡期
2025-06-23,000547,航天发展,C39计算机、通信和其他电子设备制造业,7.96,2025-06-24,7.79,-2.16,1,再涨停→次日早盘卖,主线期
2025-06-24,002227,*ST特迅,C38电气机械和器材制造业,13.09,2025-06-25,13.09,-0.15,1,没涨停→尾盘卖,主线期
2025-06-24,002281,光迅科技,C39计算机、通信和其他电子设备制造业,47.19,2025-06-25,47.71,0.95,1,没涨停→尾盘卖,主线期
2025-06-24,002263,大东南,C29橡胶和塑料制品业,2.82,2025-06-26,3.39,20.06,2,再涨停→次日早盘卖,主线期
2025-06-25,002073,软控股份,C35专用设备制造业,8.75622332,2025-06-26,8.6,-1.96,1,没涨停→尾盘卖,妖股期
2025-06-25,002705,新宝股份,C38电气机械和器材制造业,14.63276552,2025-06-26,14.8,0.97,1,没涨停→尾盘卖,妖股期
2025-06-26,000607,华媒控股,L72商务服务业,4.51,2025-06-27,4.33,-4.14,1,没涨停→尾盘卖,平淡期
2025-06-26,000973,佛塑科技,C29橡胶和塑料制品业,7.268,2025-06-27,7.02,-3.59,1,没涨停→尾盘卖,平淡期
2025-06-26,002178,延华智能,I65软件和信息技术服务业,6.44,2025-06-27,6.2,-3.88,1,没涨停→尾盘卖,平淡期
2025-06-27,000700,模塑科技,C36汽车制造业,7.433,2025-06-30,7.52,1.06,1,没涨停→尾盘卖,妖股期
2025-06-27,000737,北方铜业,C32有色金属冶炼和压延加工业,10.10275869,2025-06-30,10.64,5.18,1,没涨停→尾盘卖,妖股期
2025-06-27,000868,安凯客车,C36汽车制造业,6.2,2025-06-30,5.9,-4.99,1,没涨停→尾盘卖,妖股期
2025-06-30,002052,同洲电子,C39计算机、通信和其他电子设备制造业,10.37,2025-07-01,11.33,9.11,1,没涨停→尾盘卖,妖股期
2025-06-30,002401,中远海科,I65软件和信息技术服务业,17.202,2025-07-01,16.58,-3.75,1,没涨停→尾盘卖,妖股期
2025-06-30,002517,恺英网络,I64互联网和相关服务,19.211,2025-07-01,19.88,3.34,1,没涨停→尾盘卖,妖股期
2025-07-01,000153,丰原药业,C27医药制造业,6.66331897,2025-07-02,6.72,0.73,1,没涨停→尾盘卖,妖股期
2025-07-01,002424,ST百灵,C27医药制造业,5.7,2025-07-02,5.72,0.2,1,没涨停→尾盘卖,妖股期
2025-07-01,002729,好利科技,C39计算机、通信和其他电子设备制造业,15.3719258,2025-07-02,15.85,2.97,1,没涨停→尾盘卖,妖股期
2025-07-02,000798,中水渔业,A04渔业,8.16,2025-07-03,7.85,-3.95,1,没涨停→尾盘卖,妖股期
2025-07-02,000959,首钢股份,C31黑色金属冶炼和压延加工业,3.82,2025-07-03,3.81,-0.41,1,没涨停→尾盘卖,妖股期
2025-07-02,002069,獐子岛,A04渔业,4.28,2025-07-03,4.1,-4.36,1,没涨停→尾盘卖,妖股期
2025-07-03,001267,汇绿生态,C39计算机、通信和其他电子设备制造业,10.827,2025-07-04,10.8,-0.43,1,没涨停→尾盘卖,平淡期
2025-07-03,002093,国脉科技,I65软件和信息技术服务业,12.832,2025-07-04,13.25,3.12,1,没涨停→尾盘卖,平淡期
2025-07-03,002636,金安国纪,C39计算机、通信和其他电子设备制造业,10.28462709,2025-07-07,11.2,8.77,2,再涨停→次日早盘卖,平淡期
2025-07-04,002020,京新药业,C27医药制造业,14.596,2025-07-07,14.53,-0.63,1,没涨停→尾盘卖,平淡期
2025-07-04,600267,海正药业,C27医药制造业,10.4401524,2025-07-07,10.54,0.79,1,没涨停→尾盘卖,平淡期
2025-07-07,002324,普利特,C29橡胶和塑料制品业,11.396,2025-07-08,11.46,0.38,1,没涨停→尾盘卖,妖股期
2025-07-07,002395,双象股份,C29橡胶和塑料制品业,18.97709192,2025-07-08,19.05,0.21,1,没涨停→尾盘卖,妖股期
2025-07-07,603976,正川股份,C27医药制造业,19.8538124,2025-07-08,20.03,0.74,1,没涨停→尾盘卖,妖股期
2025-07-08,002225,濮耐股份,C30非金属矿物制品业,5.821,2025-07-09,5.8,-0.49,1,没涨停→尾盘卖,妖股期
2025-07-08,002865,钧达股份,C38电气机械和器材制造业,42.69,2025-07-09,43.28,1.23,1,没涨停→尾盘卖,妖股期
2025-07-08,002218,拓日新能,C38电气机械和器材制造业,3.71000064,2025-07-10,4.27,14.94,2,再涨停→次日早盘卖,妖股期
2025-07-09,600821,金开新能,D44电力、热力生产和供应业,5.86777569,2025-07-10,5.68,-3.33,1,没涨停→尾盘卖,妖股期
2025-07-09,603778,国晟科技,C38电气机械和器材制造业,4.13,2025-07-11,4.86,17.53,2,再涨停→次日早盘卖,妖股期
2025-07-10,000635,英力特,C26化学原料和化学制品制造业,9.93,2025-07-11,9.57,-3.78,1,没涨停→尾盘卖,妖股期
2025-07-10,002107,沃华医药,C27医药制造业,6.137,2025-07-11,6.4,4.09,1,没涨停→尾盘卖,妖股期
2025-07-11,002912,中新赛克,I65软件和信息技术服务业,25.6119944,2025-07-14,26.85,4.76,1,再涨停→次日早盘卖,平淡期
2025-07-11,002896,中大力德,C34通用设备制造业,61.33979136,2025-07-15,69.89,13.78,2,再涨停→次日早盘卖,平淡期
2025-07-11,600173,卧龙新能,K70房地产业,6.86,2025-07-15,7.26,5.68,2,再涨停→次日早盘卖,平淡期
2025-07-14,000880,潍柴重机,C34通用设备制造业,26.727,2025-07-16,31.75,18.66,2,再涨停→次日早盘卖,妖股期
2025-07-15,000409,云鼎科技,I65软件和信息技术服务业,12.34,2025-07-16,12.18,-1.45,1,没涨停→尾盘卖,妖股期
2025-07-15,002133,广宇集团,K70房地产业,3.371,2025-07-16,3.14,-6.97,1,没涨停→尾盘卖,妖股期
2025-07-16,000513,丽珠集团,C27医药制造业,41.04,2025-07-17,40.83,-0.66,1,没涨停→尾盘卖,妖股期
2025-07-16,002117,东港股份,C23印刷和记录媒介复制业,12.11439301,2025-07-17,11.97,-1.35,1,没涨停→尾盘卖,妖股期
2025-07-16,000705,浙江震元,F51批发业,9.59,2025-07-18,11.61,20.91,2,再涨停→次日早盘卖,妖股期
2025-07-17,001339,智微智能,C39计算机、通信和其他电子设备制造业,41.78925322,2025-07-18,42.8,2.26,1,没涨停→尾盘卖,平淡期
2025-07-17,600230,沧州大化,C26化学原料和化学制品制造业,12.4808124,2025-07-21,14.28,14.25,2,再涨停→次日早盘卖,平淡期
2025-07-18,000751,锌业股份,C32有色金属冶炼和压延加工业,3.5231871,2025-07-21,3.5,-0.72,1,没涨停→尾盘卖,妖股期
2025-07-18,600444,国机通用,C35专用设备制造业,18.7206367,2025-07-22,22.1,17.9,2,再涨停→次日早盘卖,妖股期
2025-07-21,000400,许继电气,C38电气机械和器材制造业,23.451,2025-07-22,24.35,3.69,1,没涨停→尾盘卖,主线期
2025-07-21,000401,金隅冀东,C30非金属矿物制品业,5.117091,2025-07-22,5.46,6.52,1,没涨停→尾盘卖,主线期
2025-07-22,000528,柳工,C35专用设备制造业,11.644,2025-07-23,11.34,-2.73,1,没涨停→尾盘卖,平淡期
2025-07-22,000657,中钨高新,C33金属制品业,15.22084284,2025-07-23,16.14,5.88,1,没涨停→尾盘卖,平淡期
2025-07-22,000922,佳电股份,C38电气机械和器材制造业,10.6750209,2025-07-23,10.52,-1.62,1,没涨停→尾盘卖,平淡期
2025-07-23,002613,北玻股份,C35专用设备制造业,4.41,2025-07-24,4.42,0.08,1,没涨停→尾盘卖,妖股期
2025-07-23,600731,湖南海利,C26化学原料和化学制品制造业,7.84,2025-07-24,8.22,4.7,1,没涨停→尾盘卖,妖股期
2025-07-23,001226,拓山重工,C34通用设备制造业,35.53,2025-07-25,42.99,20.85,2,再涨停→次日早盘卖,妖股期
2025-07-24,000762,西藏矿业,B09有色金属矿采选业,24.04,2025-07-25,23.38,-2.9,1,没涨停→尾盘卖,平淡期
2025-07-24,002030,达安基因,C27医药制造业,7.18,2025-07-25,7.11,-1.12,1,没涨停→尾盘卖,平淡期
2025-07-25,002362,汉王科技,C39计算机、通信和其他电子设备制造业,25.14,2025-07-28,25.99,3.23,1,没涨停→尾盘卖,妖股期
2025-07-25,002408,齐翔腾达,C26化学原料和化学制品制造业,5.38,2025-07-28,5.34,-0.89,1,没涨停→尾盘卖,妖股期
2025-07-25,002843,泰嘉股份,C34通用设备制造业,22.61,2025-07-28,22.64,-0.02,1,没涨停→尾盘卖,妖股期
2025-07-28,000680,山推股份,C35专用设备制造业,10.896,2025-07-29,10.58,-3.09,1,没涨停→尾盘卖,平淡期
